mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
4	4	14	14	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	58												
4	4	14	14	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	59	ornamentMordent											
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	60												
4	4	15	15	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	61	ornamentShortTrill											
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	62												
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	63												
4	4	25/2	25/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0												1/8	5/			
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	64												
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	65												
4	4	27/2	27/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	6	#3		
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	66												
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	6	4+	3	
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	67												
4	4	29/2	29/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	6	5		
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	68												
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	#3_			
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	69												
4	4	31/2	31/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	7			
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	70												
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	71												
5	5	139/8	139/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	72												
5	5	35/2	35/2	0.375	3/8	3/8	Chord	4/4	1	1	3/32		1/16	3/2	73												
5	5	143/8	143/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	74												
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	75	ornamentShortTrill											
5	5	37/2	37/2	0.0	5/8	5/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	76												
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	77												
5	5	19	19	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	78	ornamentMordent											
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	79												
5	5	16	16	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	#3_			
5	5	16	16	0.375	0	0	Chord	4/4	2	1	3/32		1/16	3/2	80												
5	5	131/8	131/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	81												
5	5	33/2	33/2	0.375	1/8	1/8	Chord	4/4	2	1	3/32		1/16	3/2	82												
5	5	135/8	135/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	83												
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	6			
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	84												
5	5	147/8	147/8	0.0	19/32	19/32	FiguredBass	4/4	2	1	0												1/32	#3			
5	5	147/8	147/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	85												
5	5	37/2	37/2	0.375	5/8	5/8	Chord	4/4	2	1	3/32		1/16	3/2	86												
5	5	151/8	151/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	87												
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	6			
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	88												
5	5	39/2	39/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	5/			
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	89												
6	6	20	20	0.0	0	0	Chord	4/4	1	1	0	grace4	1/8	1	90												
6	6	20	20	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	91	ornamentMordent											
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	92												
6	6	21	21	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	93												
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	94												
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	95												
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	96												
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	97												1
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	98	ornamentShortTrill											
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	99												
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	100	ornamentShortTrill											2
6	6	47/2	47/2	0.375	7/8	7/8	Chord	4/4	1	1	3/32		1/16	3/2	101												
6	6	191/8	191/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	102												
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	b3_			
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	103												
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	104												
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	#6	5/		
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	105												
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	6			
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	106												
6	6	45/2	45/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	6	5	b3	
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	107												
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	5	4		
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	108												
6	6	47/2	47/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	7	#3		
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	109												
7	7	24	24	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	110												
7	7	24	24	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	111	ornamentMordent											
7	7	49/2	49/2	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	112												
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	113												
7	7	203/8	203/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	114												
7	7	51/2	51/2	0.375	3/8	3/8	Chord	4/4	1	1	3/32		1/16	3/2	115												
7	7	207/8	207/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	116												
7	7	26	26	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	117	ornamentShortTrill											
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	118												
7	7	27	27	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	119	ornamentShortTrill											
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	120												
7	7	24	24	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	b3_			
7	7	24	24	0.375	0	0	Chord	4/4	2	1	3/32		1/16	3/2	121												
7	7	195/8	195/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	122												
7	7	49/2	49/2	0.375	1/8	1/8	Chord	4/4	2	1	3/32		1/16	3/2	123												
7	7	199/8	199/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	124												
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	b3			
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	125												
7	7	219/8	219/8	0.0	27/32	27/32	FiguredBass	4/4	2	1	0												1/8	6	5	b3_	
7	7	219/8	219/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	126												
7	7	55/2	55/2	0.375	7/8	7/8	Chord	4/4	2	1	3/32		1/16	3/2	127												
7	7	223/8	223/8	0.0	31/32	31/32	FiguredBass	4/4	2	1	0												1/32	6			
7	7	223/8	223/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	128												
8	8	28	28	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	129	ornamentShortTrill											
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	130												
8	8	29	29	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	131												
8	8	29	29	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	132	ornamentMordent											
8	8	119/4	119/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	133												3
8	8	239/8	239/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	134												
8	8	30	30	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	135												4
8	8	123/4	123/4	0.08333333333333333	11/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	136												4
8	8	185/6	185/6	0.08333333333333333	17/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	137												4
8	8	371/12	371/12	0.08333333333333333	35/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	138												4
8	8	31	31	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	139	ornamentShortTrill											
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	140												
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0												1/8	#6			
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	141												
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	142												
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	5/			
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	143												
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	144												
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	6			
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	145												
8	8	61/2	61/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	5/			
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	146												
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	147												
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	148												
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	149												
9	9	267/8	267/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	150												
9	9	67/2	67/2	0.375	3/8	3/8	Chord	4/4	1	1	3/32		1/16	3/2	151												
9	9	271/8	271/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	152												
9	9	34	34	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	153												
9	9	275/8	275/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	154												
9	9	69/2	69/2	0.375	5/8	5/8	Chord	4/4	1	1	3/32		1/16	3/2	155												
9	9	279/8	279/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	156												
9	9	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	157												5
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	158												
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	159												6
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	160												
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	#3			
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	161												
9	9	275/8	275/8	0.0	19/32	19/32	FiguredBass	4/4	2	1	0												5/32	6_			
9	9	275/8	275/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	162												
9	9	69/2	69/2	0.375	5/8	5/8	Chord	4/4	2	1	3/32		1/16	3/2	163												
9	9	279/8	279/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	164												
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	#6_			
9	9	35	35	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	165												
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	166												
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	167												
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	168												
10	10	36	36	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	169												7
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	170												
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	171												8
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	172												
10	10	37	37	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	173												9
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	174												
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	175												10
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	176												
10	10	38	38	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	177												
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	178												
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	179												
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	180												
10	10	39	39	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	181	ornamentShortTrill											11
10	10	159/4	159/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	182												11
10	10	319/8	319/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	183												
10	10	36	36	0.0	0	0	FiguredBass	4/4	2	1	0												1/8	6			
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	184												
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	5/			
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	185												
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	186												
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	187												
10	10	155/4	155/4	0.0	11/16	11/16	FiguredBass	4/4	2	1	0												1/16	6	5		
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	188												
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	3_			
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	189												
10	10	79/2	79/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	b7			
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	190												
11	11	40	40	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	191												
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	192	ornamentMordent											
11	11	81/2	81/2	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	193												
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	194												
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	195												
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	196												
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	197												
11	11	42	42	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	198												
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	199	ornamentMordent											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	200												
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	201												
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	202												
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	203												
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	204												
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	_			
11	11	40	40	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	205												
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	206												
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	207												
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	208												
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	209												
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/4	b6	4_		
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	210												
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	211												
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	212												
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	6	4+	3	
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	213												
11	11	87/2	87/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	6	5	b3	
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	214												
12	12	44	44	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	215	ornamentShortTrill											
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	216												
12	12	45	45	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	217												
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	218												
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	219												
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	220												
12	12	46	46	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	221	ornamentShortTrill											
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	222												
