mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	slur
6	5	33/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	59			
7	6	17	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	60			
7	6	35/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	61			
7	6	18	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	62			
7	6	37/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	63			3
7	6	19	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	64	ornamentShortTrill		
7	6	39/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	65			
7	6	17	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	66			
7	6	35/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	67			
7	6	18	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	68			
7	6	37/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	69			4
7	6	19	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	70	ornamentShortTrill		
7	6	39/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	71			
8	7	20	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	72			
8	7	41/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	73			
8	7	21	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	74			
8	7	43/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	75			5
8	7	22	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	76	ornamentShortTrill		
8	7	45/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	77			
8	7	20	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	78	ornamentShortTrill		
8	7	41/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	79			
8	7	21	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	80			
8	7	43/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	81			6
8	7	22	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	82	ornamentShortTrill		
8	7	45/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	83			
9	8	23	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	84	ornamentShortTrill		
9	8	47/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	85			
9	8	24	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	86			
9	8	49/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	87			
9	8	25	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	88			7
9	8	101/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	89			
9	8	51/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	90			8
9	8	103/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	91			
9	8	23	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	92	ornamentShortTrill		
9	8	47/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	93			
9	8	24	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	94			
9	8	49/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	95			
9	8	25	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	96			9
9	8	101/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	97			
9	8	51/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	98			10
9	8	103/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	99			
10	9	26	0.0	0	0	Chord	6/8	1	1	0	appoggiatura		1/8	1	100			
10	9	26	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	101	ornamentMordent		
10	9	53/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	102			
10	9	27	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	103			
10	9	55/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	104			
10	9	111/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	105			
10	9	28	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	106			
10	9	113/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	107			
10	9	57/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	108	ornamentShortTrill		
10	9	115/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	109			
10	9	26	0.0	0	0	Chord	6/8	2	1	0	appoggiatura		1/8	1	110			
10	9	26	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	111	ornamentMordent		
10	9	53/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	112			
10	9	27	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	113			
10	9	55/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	114			
10	9	111/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	115			
10	9	28	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	116			
10	9	113/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	117			
10	9	57/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	118	ornamentShortTrill		
10	9	115/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	119			
11	10	29	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	120			
11	10	29	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	121			
12	10	30	0.5	0	1/4	Chord	6/8	1	1	1/8			1/8	1	122			
12	10	61/2	0.5	1/8	3/8	Chord	6/8	1	1	1/8			1/8	1	123			
12	10	31	0.5	1/4	1/2	Chord	6/8	1	1	1/8			1/8	1	124			
12	10	63/2	0.5	3/8	5/8	Chord	6/8	1	1	1/8			1/8	1	125			
12	10	30	0.0	0	1/4	StaffText	6/8	2	1	0							Reprise	
12	10	63/2	0.5	3/8	5/8	Chord	6/8	2	1	1/8			1/8	1	126			
13	11	32	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	127	ornamentShortTrill		
13	11	65/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	128			
13	11	33	0.75	1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	129	ornamentMordent		
13	11	135/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	130			
13	11	34	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	131	ornamentShortTrill		
13	11	139/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	132			
13	11	32	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	133			
13	11	65/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	134			
13	11	33	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	135			
13	11	67/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	136	ornamentTurn		
13	11	34	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	137			
13	11	69/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	138			
14	12	35	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	139			
14	12	71/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	140			
14	12	36	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	141			
14	12	73/2	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura		1/8	1	142			
14	12	73/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	143	ornamentMordent		
14	12	37	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	144			11
14	12	149/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	145			
14	12	75/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	146			12
14	12	151/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	147			
14	12	35	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	148			
14	12	71/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	149			
14	12	36	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	150			
14	12	73/2	0.0	3/8	3/8	Chord	6/8	2	1	0	appoggiatura		1/8	1	151			
14	12	73/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	152	ornamentMordent		
14	12	37	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	153			13
14	12	149/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	154			
14	12	75/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	155			14
14	12	151/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	156			
15	13	38	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	157			
15	13	77/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	158			
15	13	39	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	159			
15	13	79/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	160			
15	13	159/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	161			
15	13	40	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	162			
15	13	161/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	163			
15	13	81/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	164			
15	13	163/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	165			
15	13	38	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	166			
15	13	77/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	167			
15	13	39	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	168			
15	13	79/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	169			
15	13	159/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	170			
15	13	40	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	171			
15	13	161/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	172			
15	13	81/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	173			
15	13	163/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	174			
16	14	41	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	175	ornamentShortTrill		
16	14	83/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	176			
16	14	42	0.0	1/4	1/4	Chord	6/8	1	1	0	appoggiatura		1/8	1	177			
16	14	42	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	178			
16	14	85/2	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura		1/8	1	179			
16	14	85/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	180			
16	14	43	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	181			
16	14	87/2	0.0	5/8	5/8	Chord	6/8	1	1	0	appoggiatura		1/8	1	182			
16	14	87/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	183			
16	14	41	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	184			
16	14	83/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	185			
16	14	42	0.0	1/4	1/4	Chord	6/8	2	1	0	appoggiatura		1/8	1	186			
16	14	42	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	187			
16	14	85/2	0.0	3/8	3/8	Chord	6/8	2	1	0	appoggiatura		1/8	1	188			
16	14	85/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	189			
16	14	43	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	190			
16	14	87/2	0.0	5/8	5/8	Chord	6/8	2	1	0	appoggiatura		1/8	1	191			
16	14	87/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	192			
17	15	44	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	193	ornamentShortTrill		15
17	15	45	0.0	1/4	1/4	Chord	6/8	1	1	0	appoggiatura		1/8	1	194			
17	15	45	0.0	1/4	1/4	Chord	6/8	1	1	0	appoggiatura		1/8	1	195			
17	15	45	0.75	1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	196			
17	15	183/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	197			
17	15	46	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	198	ornamentShortTrill		
17	15	187/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	199			
17	15	44	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	200	ornamentShortTrill		
17	15	89/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	201			
17	15	45	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	202			
17	15	91/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	203			
17	15	46	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	204			
18	16	47	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	205			
18	16	95/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	206			
18	16	48	0.0	1/4	1/4	Chord	6/8	1	1	0	appoggiatura		1/8	1	207			
18	16	48	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	208			
18	16	97/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	209	ornamentShortTrill		
18	16	49	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	210			
18	16	99/2	0.0	5/8	5/8	Chord	6/8	1	1	0	appoggiatura		1/8	1	211			
18	16	99/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	212			
18	16	47	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	213			
18	16	189/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	214			
18	16	95/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	215			
18	16	191/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	216			
18	16	48	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	217			
18	16	193/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	218			
18	16	97/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	219			
18	16	195/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	220			
18	16	49	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	221			
18	16	197/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	222			
18	16	99/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	223			
18	16	199/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	224			
19	17	50	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	225			
19	17	101/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	226			
19	17	203/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	227			
19	17	51	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	228			
19	17	205/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	229			
19	17	103/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	230			
19	17	207/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	231			
19	17	52	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	232	ornamentShortTrill		
19	17	211/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	233			
19	17	50	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	234			
19	17	101/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	235			
19	17	51	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	236			
19	17	103/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	237			
19	17	52	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	238			
20	18	53	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	239			
20	18	107/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	240			
20	18	54	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	241			
20	18	109/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	242			
20	18	55	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	243			16
20	18	221/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	244			
20	18	111/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	245			17
20	18	223/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	246			
20	18	53	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	247			
20	18	107/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	248			
20	18	54	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	249			
20	18	109/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	250			
20	18	55	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	251			18
20	18	221/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	252			
20	18	111/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	253			19
20	18	223/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	254			
21	19	56	0.0	0	0	Chord	6/8	1	1	0	appoggiatura		1/8	1	255			
21	19	56	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	256	ornamentMordent		
21	19	113/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	257			
21	19	57	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	258			
21	19	115/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	259			
21	19	231/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	260			
21	19	58	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	261			
21	19	233/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	262			
21	19	117/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	263	ornamentShortTrill		
21	19	235/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	264			
21	19	56	0.0	0	0	Chord	6/8	2	1	0	appoggiatura		1/8	1	265			
21	19	56	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	266			
21	19	113/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	267			
21	19	57	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	268			
21	19	115/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	269			
21	19	231/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	270			
21	19	58	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	271			
21	19	233/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	272			
21	19	117/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	273			
21	19	235/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	274			
22	20	59	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	275			
22	20	121/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	276			20
22	20	61	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	277	ornamentTurn		
22	20	123/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	278			
22	20	59	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	279	ornamentShortTrill		
22	20	237/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	280			
22	20	119/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	281			
22	20	239/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	282			
22	20	60	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	283			
22	20	241/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	284			
22	20	121/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	285			21
22	20	61	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	286	ornamentShortTrill		
22	20	123/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	287			
23	21	62	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	288			
23	21	127/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	289			22
23	21	64	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	290	ornamentTurn		
23	21	129/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	291			
23	21	62	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	292	ornamentShortTrill		
23	21	249/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	293			
23	21	125/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	294			
23	21	251/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	295			
23	21	63	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	296			
23	21	253/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	297			
23	21	127/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	298			23
23	21	64	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	299	ornamentShortTrill		
23	21	129/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	300			
24	22	65	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	301			
24	22	133/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	302			
24	22	267/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	303			
