mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0	0.0	0	1/2	StaffText	4/4	1	1	0						Coulament, et les croches égales.										
1	0	0	0	0.0	0	1/2	Tempo	4/4	1	1	0							𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0					
1	0	0	0	1.0	0	1/2	Chord	4/4	1	1	1/4		1/4	1	0												0
1	0	1	1	1.0	1/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1	ornamentTurn											
1	0	0	0	0.0	0	1/2	FiguredBass	4/4	2	1	0												1/4	_			
1	0	0	0	0.5	0	1/2	Chord	4/4	2	1	1/8		1/8	1	2												
1	0	1/2	1/2	0.5	1/8	5/8	Chord	4/4	2	1	1/8		1/8	1	3												
1	0	1	1	0.0	1/4	3/4	FiguredBass	4/4	2	1	0												1/4	h6_			
1	0	1	1	0.5	1/4	3/4	Chord	4/4	2	1	1/8		1/8	1	4												
1	0	3/2	3/2	0.5	3/8	7/8	Chord	4/4	2	1	1/8		1/8	1	5												
2	1	2	2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	6												
2	1	3	3	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	7												
2	1	4	4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	8												1
2	1	9/2	9/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	9												
2	1	5	5	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	10												2
2	1	11/2	11/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	11												
2	1	2	2	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	6_			
2	1	2	2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	12												
2	1	5/2	5/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	13												
2	1	3	3	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	5/_			
2	1	3	3	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	14												
2	1	7/2	7/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	15												
2	1	4	4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	16												
2	1	5	5	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	17												
3	2	6	6	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	18	ornamentShortTrill											
3	2	7	7	0.0	1/4	1/4	StaffText	4/4	1	1	0						)										
3	2	7	7	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	19												
3	2	7	7	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	20												
3	2	8	8	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	21												
3	2	9	9	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	22												
3	2	6	6	0.0	0	0	FiguredBass	4/4	2	1	0												1/2	h3_			
3	2	6	6	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	23												
3	2	7	7	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	24												
3	2	15/2	15/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	25												
3	2	8	8	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/2	6_			
3	2	8	8	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	26												
3	2	17/2	17/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	27												
