mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
13	11	44	44	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	240													
13	11	89/2	89/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	7				
13	11	89/2	89/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	241													
13	11	45	45	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/4	_				
13	11	45	45	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	242													
13	11	91/2	91/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	243													
13	11	46	46	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	3_				
13	11	46	46	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	244													
13	11	93/2	93/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	7				
13	11	93/2	93/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	245													
14	12	47	47	0.0	0	0	StaffText	4/4	1	1	0						)											
14	12	47	47	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	246													
14	12	189/4	189/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	247													
14	12	95/2	95/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	248													
14	12	191/4	191/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	249													
14	12	48	48	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	250													
14	12	193/4	193/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	251													
14	12	97/2	97/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	252													
14	12	195/4	195/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	253													
14	12	49	49	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	254													
14	12	197/4	197/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	255													
14	12	99/2	99/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	256													
14	12	199/4	199/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	257													
14	12	50	50	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	258	ornamentShortTrill												
14	12	203/4	203/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	259													
14	12	47	47	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	260													
14	12	193/4	193/4	0.0	5/16	5/16	FiguredBass	4/4	2	1	0												3/16	6_				
14	12	193/4	193/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	261													
14	12	97/2	97/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	262													
14	12	195/4	195/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	263													
14	12	49	49	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/4	7_				
14	12	49	49	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	264													
14	12	99/2	99/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	265													
14	12	50	50	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	6	4+	3		
14	12	50	50	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	266													
14	12	101/2	101/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	6	5			
14	12	101/2	101/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	267													
15	13	51	51	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	268	ornamentShortTrill												
15	13	103/2	103/2	0.0	1/8	1/8	StaffText	4/4	1	1	0						)											
15	13	103/2	103/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	269													
15	13	52	52	0.0	1/4	1/4	StaffText	4/4	1	1	0						♯											
15	13	52	52	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	270	ornamentMordent												
15	13	211/4	211/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	271													
15	13	53	53	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	272													
15	13	213/4	213/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	273													
15	13	107/2	107/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	274													
15	13	215/4	215/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	275													
15	13	54	54	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	276	ornamentShortTrill												
15	13	219/4	219/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	277													
15	13	51	51	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	#3_				
15	13	51	51	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	278													
15	13	205/4	205/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	279													
15	13	103/2	103/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	280													
15	13	207/4	207/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	281													
15	13	52	52	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	3_				
15	13	52	52	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	282													
15	13	209/4	209/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	283													
15	13	105/2	105/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	284													
15	13	211/4	211/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	285													
15	13	53	53	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	286													
15	13	213/4	213/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	287													
15	13	107/2	107/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/16	#6				
15	13	107/2	107/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	288													
15	13	215/4	215/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	289													
15	13	54	54	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	#3_				
15	13	54	54	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	290													
15	13	109/2	109/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	7				
15	13	109/2	109/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	291													
16	14	55	55	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	292													
16	14	225/4	225/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	293													
16	14	113/2	113/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	294													
16	14	227/4	227/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	295													
16	14	57	57	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	296													
16	14	229/4	229/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	297													
16	14	115/2	115/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	298													
16	14	231/4	231/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	299													
16	14	58	58	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	300	ornamentShortTrill												
16	14	235/4	235/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	301													
16	14	55	55	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	h3_				
16	14	55	55	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	302													
16	14	221/4	221/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	303													
16	14	111/2	111/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	304													
16	14	223/4	223/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	305													
16	14	56	56	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	6				
16	14	56	56	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	306													
16	14	113/2	113/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	7	h3			
16	14	113/2	113/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	307													
16	14	57	57	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	308													
16	14	115/2	115/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	7				
16	14	115/2	115/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	309													
16	14	58	58	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	h3				
16	14	58	58	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	310													
16	14	117/2	117/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	311													
17	15	59	59	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	312													
17	15	59	59	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	313													
17	15	119/2	119/2	0.0	1/8	1/8	StaffText	4/4	1	1	0						)											
17	15	119/2	119/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	314	ornamentShortTrill												
17	15	60	60	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	315	ornamentMordent												
17	15	243/4	243/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	316													
17	15	61	61	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	317													
17	15	61	61	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	318	ornamentMordent												2
17	15	247/4	247/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	319													
17	15	62	62	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	320													3
17	15	125/2	125/2	0.375	7/8	7/8	Chord	4/4	1	1	3/32		1/16	3/2	321													
17	15	503/8	503/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	322													
17	15	59	59	0.0	0	0	FiguredBass	4/4	2	1	0												1/8	5/_				
17	15	59	59	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	323													
17	15	237/4	237/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	324													
17	15	119/2	119/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0												1/8	h3_				
17	15	119/2	119/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	325													
17	15	239/4	239/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	326													
17	15	60	60	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	6_				
17	15	60	60	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	327													
17	15	241/4	241/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	328													
17	15	121/2	121/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	329													
17	15	243/4	243/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	330													
17	15	61	61	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	331													
17	15	245/4	245/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	332													
17	15	123/2	123/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	5/_				
17	15	123/2	123/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	333													
17	15	247/4	247/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	334													
17	15	62	62	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	5	4			
17	15	62	62	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	335													
17	15	125/2	125/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	b3				
17	15	125/2	125/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	336													
18	16	63	63	0.0	0	0	StaffText	4/4	1	1	0						)											
18	16	63	63	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	337	ornamentShortTrill												
18	16	253/4	253/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	338													
18	16	127/2	127/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	339													
18	16	255/4	255/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	340													
18	16	64	64	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	341	ornamentShortTrill												
18	16	257/4	257/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	342													
18	16	129/2	129/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	343													
18	16	259/4	259/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	344													
18	16	65	65	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	345													
18	16	65	65	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	346													4
18	16	263/4	263/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	347													4
18	16	527/8	527/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	348													
18	16	66	66	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	349	ornamentShortTrill												
18	16	267/4	267/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	350													
18	16	63	63	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	h3_				
18	16	63	63	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	351													
18	16	127/2	127/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0												1/8	7				
18	16	127/2	127/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	352													
18	16	64	64	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	h3_				
18	16	64	64	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	353													
18	16	129/2	129/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	354													
18	16	65	65	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	b3				
18	16	65	65	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	355													
18	16	131/2	131/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	6	4			
18	16	131/2	131/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	356													
18	16	66	66	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	6				
18	16	66	66	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	357													
19	17	67	67	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	358	ornamentMordent												
19	17	135/2	135/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	359	ornamentShortTrill												
19	17	273/4	273/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	360													
19	17	137/2	137/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	361													
19	17	275/4	275/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	362													
19	17	69	69	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	363													
19	17	277/4	277/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	364													
19	17	139/2	139/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	365													
19	17	279/4	279/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	366													
19	17	70	70	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	367	ornamentShortTrill												
19	17	283/4	283/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	368													
19	17	67	67	0.0	0	0	FiguredBass	4/4	2	1	0												1/8	5/				
19	17	67	67	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	369													
19	17	135/2	135/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0												1/8	3				
19	17	135/2	135/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	370													
19	17	68	68	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	5/				
19	17	68	68	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	371													
19	17	137/2	137/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	7	h3			
19	17	137/2	137/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	372													
19	17	69	69	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	_				
19	17	69	69	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	373													
19	17	277/4	277/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	374													
19	17	139/2	139/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	6	4+	3_		
19	17	139/2	139/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	375													
19	17	279/4	279/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	376													
19	17	70	70	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	h3				
19	17	70	70	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	377													
19	17	141/2	141/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	378													
20	18	71	71	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	379													
20	18	71	71	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	380	ornamentMordent												
20	18	143/2	143/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	381													
20	18	289/4	289/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	382													
20	18	145/2	145/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	383													
20	18	291/4	291/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	384													
20	18	73	73	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	385													
20	18	293/4	293/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	386													
20	18	147/2	147/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	387													
20	18	295/4	295/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	388													
20	18	74	74	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	389													
20	18	297/4	297/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	390													
20	18	149/2	149/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	391													
20	18	299/4	299/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	392													
20	18	71	71	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	h3_				
20	18	71	71	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	393													
20	18	285/4	285/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	394													
20	18	143/2	143/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	395													
20	18	287/4	287/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	396													
20	18	72	72	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	397													
20	18	145/2	145/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	398													
20	18	73	73	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/4	5/	4	2_		
20	18	73	73	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	399													
20	18	293/4	293/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	400													
20	18	147/2	147/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	401													
20	18	295/4	295/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	402													
20	18	74	74	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	5/_				
20	18	74	74	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	403													
20	18	149/2	149/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	404													
21	19	75	75	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	405													
21	19	301/4	301/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	406													
21	19	151/2	151/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	407													
21	19	303/4	303/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	408													
21	19	76	76	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	409													
21	19	305/4	305/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	410													
21	19	153/2	153/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	411													
21	19	307/4	307/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	412													
21	19	77	77	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	413													
21	19	309/4	309/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	414													
21	19	155/2	155/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	415													
21	19	311/4	311/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	416													
21	19	78	78	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	417	ornamentShortTrill												
21	19	315/4	315/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	418													
21	19	75	75	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	5	4	2_		
21	19	75	75	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	419													
21	19	301/4	301/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	420													
21	19	151/2	151/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	421													
21	19	303/4	303/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	422													
21	19	76	76	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	6_				
21	19	76	76	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	423													
21	19	153/2	153/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	424													
21	19	77	77	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	6	5	b3		
21	19	77	77	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	425													
21	19	155/2	155/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	6	4			
21	19	155/2	155/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	426													
21	19	78	78	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	6	4+	3_		
21	19	78	78	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	427													
21	19	157/2	157/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	428													
22	20	79	79	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	429													
22	20	317/4	317/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	430													
22	20	159/2	159/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	431													
22	20	319/4	319/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	432													
22	20	80	80	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	433													
22	20	321/4	321/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	434													
22	20	161/2	161/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	435													
22	20	323/4	323/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	436													
22	20	81	81	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	437													
22	20	325/4	325/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	438													
22	20	163/2	163/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	439													
22	20	327/4	327/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	440													
22	20	82	82	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	441													
22	20	329/4	329/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	442													
22	20	165/2	165/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	443													
22	20	331/4	331/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	444													
22	20	79	79	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	6_				
22	20	79	79	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	445													
22	20	159/2	159/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	446													
22	20	80	80	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	447													
22	20	161/2	161/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	7				
22	20	161/2	161/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	448													
22	20	81	81	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/4	h3_				
22	20	81	81	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	449													
22	20	163/2	163/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	450													
22	20	327/4	327/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	451													
22	20	82	82	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	5/				
22	20	82	82	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	452													
22	20	165/2	165/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	7	h3			
22	20	165/2	165/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	453													
23	21	83	83	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	454													5
23	21	333/4	333/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	455													
23	21	167/2	167/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	456													6
23	21	335/4	335/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	457													
23	21	84	84	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	458													
23	21	337/4	337/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	459													
23	21	169/2	169/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	460													
23	21	339/4	339/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	461													
23	21	85	85	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	462	ornamentShortTrill												
23	21	341/4	341/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	463													
23	21	171/2	171/2	0.375	5/8	5/8	Chord	4/4	1	1	3/32		1/16	3/2	464													
23	21	687/8	687/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	465													
23	21	86	86	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	466	ornamentShortTrill												
23	21	347/4	347/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	467													
23	21	83	83	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	468													
23	21	167/2	167/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0												1/8	h6				
23	21	167/2	167/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	469													
23	21	84	84	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/4	6_				
23	21	84	84	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	470													
23	21	337/4	337/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	471													
