mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0.0	0	0	Tempo	3/4	1	1	0								 = 78	78					
1	1	0	0.0	0	0	StaffText	3/4	1	1	0														
1	1	0	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	0	ornamentMordent								
1	1	1	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	1									
1	1	5/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2									
1	1	1	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	3									
1	1	0	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	4									
1	1	1/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	5									
1	1	1	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/8	6	4+	3	
1	1	1	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	6									
1	1	3/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	7									
1	1	2	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	8									
1	1	5/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	9									
2	2	3	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	10	ornamentMordent								
2	2	23/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	11									
2	2	5	0.75	1/2	1/2	Chord	3/4	2	1	3/16			1/8	3/2	12									
2	2	4	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	13									
2	2	5	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	14									
2	2	3	2.0	0	0	Chord	3/4	2	3	1/2			1/2	1	15									
2	2	5	0.75	1/2	1/2	Chord	3/4	2	3	3/16			1/8	3/2	16									
2	2	23/4	0.25	11/16	11/16	Chord	3/4	2	3	1/16			1/16	1	17									
3	3	6	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	18									
3	3	27/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	19									
3	3	7	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura		1/8	1	20									
3	3	7	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	21	ornamentMordent								
3	3	17/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	22									
3	3	6	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	23									
3	3	6	0.0	0	0	FiguredBass	3/4	2	1	0										3/16	6			
3	3	6	0.75	0	0	Chord	3/4	2	1	3/16			1/8	3/2	24									
3	3	27/4	0.0	3/16	3/16	FiguredBass	3/4	2	1	0										1/16	#6			
3	3	27/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	25									
3	3	7	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/8	6			
3	3	7	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	26									
3	3	15/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	27									
3	3	8	0.0	1/2	1/2	FiguredBass	3/4	2	1	0										1/4	6	5_		
3	3	8	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	28									
3	3	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	29									
3	3	7	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	30									
3	3	8	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	31									
4	4	9	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	32	ornamentShortTrill								
4	4	11	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32		1/32	1	33									
4	4	11	0.0	1/2	1/2	Chord	3/4	1	1	0	grace32		1/32	1	34									
4	4	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	35									
4	4	9	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	36									
4	4	10	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	#3			
4	4	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	37									
4	4	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	38									
4	4	9	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	39									
5	5	12	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	40									
5	5	13	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	41	ornamentShortTrill								
5	5	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	42									
5	5	12	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	43									
5	5	13	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	44									
5	5	12	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	45									
5	5	25/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	46									0
5	5	51/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	47									
5	5	13	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	5/			
5	5	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	48									
5	5	12	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	49									
5	5	13	2.0	1/4	1/4	Chord	3/4	2	2	1/2			1/2	1	50									
6	6	15	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	51	ornamentMordent								
6	6	15	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	52									
6	6	15	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	53									
6	6	16	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	54									
6	6	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	55									
6	6	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	56									
6	6	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	57									
7	7	18	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	58	ornamentShortTrill								
7	7	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	59									
7	7	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	60	ornamentShortTrill								1
7	7	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	61									1
7	7	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	62									
7	7	18	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	63									
7	7	37/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	64									
7	7	19	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	65									
7	7	18	0.0	0	0	FiguredBass	3/4	2	1	0										1/8	6	5		
7	7	19	2.0	1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	66									
7	7	18	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	67									
7	7	37/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	68									
7	7	19	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	69									
7	7	20	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	70									
8	8	21	0.0	0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	71									
8	8	21	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	72	ornamentMordent								
8	8	22	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura		1/8	1	73									
8	8	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	74									
8	8	95/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	75									
8	8	21	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	76									
8	8	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	77									
8	8	95/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	78									
8	8	21	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	79									
8	8	23	0.5	1/2	1/2	Chord	3/4	2	2	1/8			1/8	1	80									
9	9	24	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	81	ornamentMordent								
9	9	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	82									
9	9	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	83									
9	9	107/4	0.08333333333333333	11/16	11/16	Chord	3/4	1	1	1/48			1/32	2/3	84									2
9	9	161/6	0.08333333333333333	17/24	17/24	Chord	3/4	1	1	1/48			1/32	2/3	85									2
9	9	323/12	0.08333333333333333	35/48	35/48	Chord	3/4	1	1	1/48			1/32	2/3	86									
9	9	24	0.0	0	0	FiguredBass	3/4	2	1	0										1/4	7	#3		
9	9	24	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	87									
