mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
4	3	18	18	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	40												
4	3	37/2	37/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	41												4
4	3	19	19	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	42												4
4	3	39/2	39/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	43												
4	3	20	20	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	44												5
4	3	41/2	41/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	45												5
4	3	21	21	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	46												
4	3	31/2	31/2	0.0	0	0	FiguredBass	12/8	2	1	0												3/8	_			
4	3	31/2	31/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	47												
4	3	33/2	33/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	48												
4	3	17	17	0.0	3/8	3/8	StaffText	12/8	2	1	0						)										
4	3	17	17	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	49												
4	3	18	18	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	50												
4	3	37/2	37/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												1/4	5/			
4	3	37/2	37/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	51												
4	3	39/2	39/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	52												
4	3	20	20	0.0	9/8	9/8	FiguredBass	12/8	2	1	0												1/4	6			
4	3	20	20	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	53												
4	3	21	21	0.0	11/8	11/8	FiguredBass	12/8	2	1	0												1/8	h6			
4	3	21	21	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	54												
5	4	43/2	43/2	0.0	0	0	StaffText	12/8	1	1	0						)										
5	4	43/2	43/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	55	ornamentShortTrill											
5	4	23	23	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	56												
5	4	49/2	49/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	57												
5	4	25	25	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	58												
5	4	51/2	51/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	59												
5	4	26	26	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	60												
5	4	43/2	43/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	61												
5	4	22	22	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	62												
5	4	45/2	45/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	63												
5	4	23	23	0.0	3/8	3/8	FiguredBass	12/8	2	1	0												3/8	6_			
5	4	23	23	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	64												
5	4	47/2	47/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	65												
5	4	24	24	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	66												
5	4	49/2	49/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												3/8	7			
5	4	49/2	49/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	67												
5	4	26	26	0.0	9/8	9/8	FiguredBass	12/8	2	1	0												3/8	7	b3_		
5	4	26	26	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	68												
5	4	53/2	53/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	69												
5	4	27	27	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	70												
6	5	55/2	55/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	71												
6	5	28	28	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	72	ornamentShortTrill											
6	5	57/2	57/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	73												
6	5	29	29	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	74												
6	5	59/2	59/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	75												
6	5	30	30	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	76												
6	5	61/2	61/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	77												
6	5	31	31	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	78												
6	5	63/2	63/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	79												
6	5	32	32	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	80												6
6	5	33	33	0.0	11/8	11/8	Chord	12/8	1	1	0	grace16after	1/8	1	81												
6	5	33	33	0.0	11/8	11/8	Chord	12/8	1	1	0	grace16after	1/8	1	82												
6	5	33	33	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	83	ornamentShortTrill											
6	5	55/2	55/2	0.0	0	0	FiguredBass	12/8	2	1	0												3/8	b7			
6	5	55/2	55/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	84												
6	5	29	29	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	85												
6	5	61/2	61/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												1/4	6	5		
6	5	61/2	61/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	86												
6	5	63/2	63/2	0.0	1	1	FiguredBass	12/8	2	1	0												1/8	b6	4	3	
6	5	63/2	63/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	87												
6	5	32	32	0.0	9/8	9/8	FiguredBass	12/8	2	1	0												1/4	4			
6	5	32	32	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	88												
6	5	33	33	0.0	11/8	11/8	FiguredBass	12/8	2	1	0												1/8	3			
6	5	33	33	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	89												
7	6	67/2	67/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	90												7
7	6	34	34	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	91												7
7	6	69/2	69/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	92												
7	6	35	35	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	93												8
7	6	71/2	71/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	94												8
7	6	36	36	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	95												
7	6	73/2	73/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	96												9
7	6	37	37	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	97												9
7	6	75/2	75/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	98												
7	6	38	38	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	99												10
7	6	77/2	77/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	100												10
7	6	39	39	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	101												
7	6	67/2	67/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	102												
7	6	73/2	73/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	103												11
7	6	37	37	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	104												11
7	6	75/2	75/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	105												
7	6	38	38	0.0	9/8	9/8	FiguredBass	12/8	2	1	0												1/8	6	4	b3	
7	6	38	38	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	106												12
7	6	77/2	77/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	107												12
7	6	39	39	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	108												
8	7	79/2	79/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	109												
8	7	40	40	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	110												
8	7	81/2	81/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	111												
8	7	41	41	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	112												
8	7	83/2	83/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	113												
8	7	42	42	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	114												
8	7	85/2	85/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	115												
8	7	43	43	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	116												
8	7	87/2	87/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	117												
8	7	44	44	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	118	ornamentShortTrill											
8	7	45	45	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	119												
8	7	79/2	79/2	0.0	0	0	FiguredBass	12/8	2	1	0												3/8	6			
8	7	79/2	79/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	120												
8	7	41	41	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	121												
8	7	83/2	83/2	0.0	1/2	1/2	FiguredBass	12/8	2	1	0												1/8	6	b3		
8	7	83/2	83/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	122												
8	7	42	42	0.0	5/8	5/8	FiguredBass	12/8	2	1	0												1/8	6	3		
8	7	42	42	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	123												
8	7	85/2	85/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												1/4	5/			
8	7	85/2	85/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	124												
8	7	87/2	87/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	125												
8	7	44	44	0.0	9/8	9/8	FiguredBass	12/8	2	1	0												1/4	4			
8	7	44	44	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	126												
8	7	45	45	0.0	11/8	11/8	FiguredBass	12/8	2	1	0												1/8	3			
8	7	45	45	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	127												
9	8	91/2	91/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	128												
9	8	47	47	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	129												
9	8	91/2	91/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	130												
9	8	47	47	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	131												
10	8	48	48	0.5	0	5/8	Chord	12/8	1	1	1/8		1/8	1	132												
10	8	97/2	97/2	1.0	1/8	3/4	Chord	12/8	1	1	1/4		1/4	1	133												
10	8	99/2	99/2	0.5	3/8	1	Chord	12/8	1	1	1/8		1/8	1	134												
10	8	50	50	1.0	1/2	9/8	Chord	12/8	1	1	1/4		1/4	1	135												
10	8	51	51	0.5	3/4	11/8	Chord	12/8	1	1	1/8		1/8	1	136												
10	8	48	48	0.0	0	5/8	StaffText	12/8	2	1	0						Reprise										
10	8	51	51	0.0	3/4	11/8	FiguredBass	12/8	2	1	0												1/8	h3			
10	8	51	51	0.5	3/4	11/8	Chord	12/8	2	1	1/8		1/8	1	137												
11	9	103/2	103/2	0.0	0	0	Chord	12/8	1	1	0	appoggiatura	1/8	1	138												
11	9	103/2	103/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	139												
11	9	53	53	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	140												
11	9	107/2	107/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	141												13
11	9	54	54	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	142												
11	9	109/2	109/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	143												14
11	9	55	55	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	144												14
11	9	111/2	111/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	145												
11	9	56	56	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	146												15
11	9	113/2	113/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	147												15
11	9	57	57	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	148												
11	9	103/2	103/2	0.0	0	0	FiguredBass	12/8	2	1	0												5/8	6_			
11	9	103/2	103/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	149												
11	9	105/2	105/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	150												
11	9	53	53	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	151												
11	9	54	54	0.0	5/8	5/8	FiguredBass	12/8	2	1	0												1/8	5/			
11	9	54	54	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	152												
11	9	109/2	109/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												1/4	b3			
11	9	109/2	109/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	153												
11	9	111/2	111/2	0.0	1	1	FiguredBass	12/8	2	1	0												1/8	b6	4		
11	9	111/2	111/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	154												
11	9	56	56	0.0	9/8	9/8	FiguredBass	12/8	2	1	0												1/4	6	4+	3	
11	9	56	56	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	155												
11	9	57	57	0.0	11/8	11/8	FiguredBass	12/8	2	1	0												1/8	b7	5		
11	9	57	57	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	156												
12	10	115/2	115/2	0.0	0	0	StaffText	12/8	1	1	0						)										
12	10	115/2	115/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	157	ornamentShortTrill											
12	10	117/2	117/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	158												
12	10	59	59	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	159												
12	10	60	60	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	160												
12	10	121/2	121/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	161	ornamentShortTrill											
12	10	123/2	123/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	162												
12	10	62	62	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	163												
12	10	63	63	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	164												
12	10	115/2	115/2	0.0	0	0	FiguredBass	12/8	2	1	0												1/4	h3			
12	10	115/2	115/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	165												
12	10	117/2	117/2	0.0	1/4	1/4	FiguredBass	12/8	2	1	0												1/8	b3			
12	10	117/2	117/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	166												
12	10	59	59	0.0	3/8	3/8	FiguredBass	12/8	2	1	0												1/4	5/			
12	10	59	59	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	167												
12	10	60	60	0.0	5/8	5/8	FiguredBass	12/8	2	1	0												1/8	b3			
12	10	60	60	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	168												
12	10	121/2	121/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												1/4	h3			
12	10	121/2	121/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	169												
12	10	123/2	123/2	0.0	1	1	FiguredBass	12/8	2	1	0												1/8	b3			
12	10	123/2	123/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	170												
12	10	62	62	0.0	9/8	9/8	FiguredBass	12/8	2	1	0												1/4	5/			
12	10	62	62	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	171												
12	10	63	63	0.0	11/8	11/8	FiguredBass	12/8	2	1	0												1/8	b3			
12	10	63	63	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	172												
13	11	127/2	127/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	173	ornamentShortTrill											
13	11	129/2	129/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	174												
13	11	65	65	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	175												
13	11	66	66	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	176												
13	11	133/2	133/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	177												16
13	11	67	67	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	178												16
13	11	135/2	135/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	179												
13	11	68	68	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	180	ornamentShortTrill											
13	11	69	69	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	181												
13	11	127/2	127/2	0.0	0	0	FiguredBass	12/8	2	1	0												1/4	h3			
13	11	127/2	127/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	182												
13	11	129/2	129/2	0.0	1/4	1/4	FiguredBass	12/8	2	1	0												1/8	b3			
13	11	129/2	129/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	183												
13	11	65	65	0.0	3/8	3/8	FiguredBass	12/8	2	1	0												1/4	5/			
13	11	65	65	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	184												
13	11	66	66	0.0	5/8	5/8	FiguredBass	12/8	2	1	0												1/8	b3			
13	11	66	66	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	185												
13	11	133/2	133/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												1/4	6	5	b3	
13	11	133/2	133/2	1.0	3/4	3/4	Chord	12/8	2	1	1/4		1/4	1	186												
13	11	135/2	135/2	0.0	1	1	FiguredBass	12/8	2	1	0												1/8	b3			
13	11	135/2	135/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	187												
13	11	68	68	0.0	9/8	9/8	FiguredBass	12/8	2	1	0												3/8	h3_			
13	11	68	68	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	188												
13	11	69	69	0.0	11/8	11/8	FiguredBass	12/8	2	1	0												1/8	7			
13	11	69	69	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	189												
14	12	139/2	139/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	190												
14	12	141/2	141/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	191												
14	12	71	71	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	192												
14	12	145/2	145/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	193												
14	12	73	73	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	194	ornamentShortTrill											
14	12	147/2	147/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	195												
14	12	74	74	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	196												
14	12	139/2	139/2	0.0	0	0	FiguredBass	12/8	2	1	0												3/8	b3			
14	12	139/2	139/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	197												
14	12	72	72	0.0	5/8	5/8	FiguredBass	12/8	2	1	0												1/8	b3			
14	12	72	72	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	198												
14	12	145/2	145/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												3/8	7\	5/		
14	12	145/2	145/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	199												
14	12	75	75	0.0	11/8	11/8	FiguredBass	12/8	2	1	0												1/8	6			
14	12	75	75	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	200												
15	13	151/2	151/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	201												
15	13	76	76	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	202	ornamentShortTrill											
15	13	153/2	153/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	203												
15	13	77	77	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	204												
15	13	157/2	157/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	205												
15	13	79	79	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	206												
15	13	159/2	159/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	207												
15	13	80	80	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	208												
15	13	161/2	161/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	209												
15	13	81	81	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	210												
15	13	151/2	151/2	0.0	0	0	FiguredBass	12/8	2	1	0												3/8	7	5/		
15	13	151/2	151/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	211												
15	13	78	78	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	212												
15	13	157/2	157/2	0.0	3/4	3/4	FiguredBass	12/8	2	1	0												1/4	7	#3_		
15	13	157/2	157/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	213												
15	13	79	79	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	214												
15	13	159/2	159/2	0.0	1	1	FiguredBass	12/8	2	1	0												1/8	5/			
15	13	159/2	159/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	215												
15	13	80	80	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	216												
15	13	81	81	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	217												
16	14	163/2	163/2	0.0	0	0	StaffText	12/8	1	1	0						)										
16	14	163/2	163/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	218	ornamentShortTrill											
16	14	165/2	165/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	219												
16	14	83	83	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	220												
16	14	84	84	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	221												
16	14	169/2	169/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	222	ornamentShortTrill											
16	14	171/2	171/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	223												
16	14	86	86	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	224												
