mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0.0	0	3/8	Tempo	4/4	1	1	0								" = 84
"	84					
1	0	0	0.25	0	3/8	Chord	4/4	1	1	1/16			1/16	1	0									
1	0	1/4	0.25	1/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1									
1	0	1/2	0.5	1/8	1/2	Chord	4/4	1	1	1/8			1/8	1	2									
1	0	1	0.5	1/4	5/8	Chord	4/4	1	1	1/8			1/8	1	3									
1	0	3/2	0.5	3/8	3/4	Chord	4/4	1	1	1/8			1/8	1	4									
1	0	2	0.5	1/2	7/8	Chord	4/4	1	1	1/8			1/8	1	5									
1	0	2	0.0	1/2	7/8	FiguredBass	4/4	2	1	0										1/8	_			
1	0	2	0.25	1/2	7/8	Chord	4/4	2	1	1/16			1/16	1	6									
1	0	9/4	0.25	9/16	15/16	Chord	4/4	2	1	1/16			1/16	1	7									
2	1	5/2	0.0	0	0	StaffText	4/4	1	1	0							♯							
2	1	5/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	8	ornamentMordent								
2	1	4	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	9									
2	1	17/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	10									
2	1	9/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	11									
2	1	5	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	12									
2	1	21/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	13									
2	1	11/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	14	ornamentShortTrill								
2	1	25/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	15									
2	1	5/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	6_			
2	1	5/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	16									
2	1	3	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	17									
2	1	7/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/8	4			
2	1	7/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	18									
2	1	4	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	#3			
2	1	4	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	19									
2	1	9/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	20									
2	1	6	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	21									
2	1	25/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	22									
3	2	13/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	23	ornamentShortTrill								
3	2	8	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	24									
3	2	33/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	25									
3	2	17/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	26									
3	2	9	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	27									
3	2	37/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	28									
3	2	19/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	29									
3	2	39/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	30									
3	2	10	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	31									
3	2	41/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	32									
3	2	13/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	_			
3	2	13/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	33									
3	2	7	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	34									
3	2	29/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	35									
3	2	15/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	6_			
3	2	15/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	36	ornamentShortTrill								
3	2	8	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	37									
3	2	17/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	6			
3	2	17/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	38									
3	2	10	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	6_			
3	2	10	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	39									
3	2	41/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	40									
4	3	21/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	41	ornamentShortTrill								
4	3	12	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	42									
4	3	49/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	43									
4	3	25/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	44									
4	3	51/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	45									
4	3	13	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	46									
4	3	53/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	47									
4	3	27/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	48									
4	3	55/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	49									
4	3	14	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	50									
4	3	57/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	51									
4	3	21/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	52									0
4	3	11	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	53									0
4	3	45/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	54									0
4	3	23/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	55									0
4	3	47/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	56									0
4	3	12	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	57									0
4	3	49/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	58									
4	3	25/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	5/			
4	3	25/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	59									
4	3	13	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	b7			
4	3	13	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	60									
4	3	27/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	61									
4	3	14	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	7			
4	3	14	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	62									
5	4	29/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	63	ornamentShortTrill								
5	4	15	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	64									
5	4	31/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	65									
5	4	65/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	66									
5	4	33/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	67									
5	4	67/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	68									
5	4	17	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	69									
5	4	69/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	70									
5	4	35/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	71	ornamentShortTrill								
5	4	73/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	72									
5	4	29/2	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	73									
5	4	59/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	74									
5	4	15	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	75									
5	4	61/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	76									
5	4	31/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	77									
5	4	63/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	78									
5	4	16	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	79									
5	4	65/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	80									
5	4	33/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	81									
5	4	67/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	82									
5	4	17	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	83									
5	4	69/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	84									
5	4	35/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	4			
5	4	35/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	85									
5	4	18	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	3			
5	4	18	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	86									
6	5	37/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	87									
6	5	20	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	88									
6	5	81/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	89									
6	5	41/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	90									
6	5	21	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	91									
6	5	43/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	92									
6	5	22	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	93									
6	5	37/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	94									
6	5	22	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	b3_			
6	5	22	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	95									
6	5	89/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	96									
7	6	45/2	0.0	0	0	StaffText	4/4	1	1	0							♮							
7	6	45/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	97	ornamentShortTrill								
7	6	24	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	98									
7	6	97/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	99									
7	6	49/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	100									
7	6	25	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	101									
7	6	51/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	102									
7	6	26	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	103									
7	6	45/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	6_			
7	6	45/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	104									
7	6	23	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	105									
7	6	47/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/8	5	4		
7	6	47/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	106									
7	6	24	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6	3		
7	6	24	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	107									
7	6	49/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	108									
