mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
4	4	9	9	2.0		0	0	Chord	3/4	1	2	1/2		1/2	1	23												
4	4	11	11	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	24												
4	4	9	9	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	25												
4	4	10	10	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	26												
4	4	11	11	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	#3			
4	4	11	11	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	27												
5	5	12	12	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	28												1
5	5	51/4	51/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	29												
5	5	13	13	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	30	ornamentShortTrill											2
5	5	29/2	29/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	31												2
5	5	59/4	59/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	32												
5	5	12	12	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	33												3
5	5	51/4	51/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	34												
5	5	13	13	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												3/8	5/			
5	5	13	13	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	35	ornamentShortTrill											4
5	5	29/2	29/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	36												4
5	5	59/4	59/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	37												
6	6	15	15	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	38												
6	6	31/2	31/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	39												
6	6	16	16	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	40												
6	6	33/2	33/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	41												
6	6	17	17	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	42												
6	6	35/2	35/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	43												
6	6	15	15	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	44												
6	6	16	16	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	45												
6	6	33/2	33/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	46												
6	6	17	17	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6			
6	6	17	17	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	47												
7	7	18	18	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	48												
7	7	37/2	37/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	49												
7	7	19	19	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	50	ornamentShortTrill											
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	51												
7	7	18	18	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	52												
7	7	19	19	1.5		1/4	1/4	Chord	3/4	1	2	3/8		1/4	3/2	53												
7	7	18	18	0.0		0	0	FiguredBass	3/4	2	1	0												1/8	4+			
7	7	18	18	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	54												
7	7	37/2	37/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	55												
7	7	19	19	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	56												
7	7	19	19	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	57												
7	7	20	20	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	58												
8	8		21	2.0	1	0	0	Chord	3/4	1	1	1/2		1/2	1	59												
8	8		21	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	60												
8	8		22	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	61												
8	8		45/2	0.5	1	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	62												
8	8		23	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	63	ornamentShortTrill											
8	8		47/2	0.5	1	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	64												
9	8	21	24	1.0	2	0	0	Chord	3/4	1	1	1/4		1/4	1	65												
9	8	22	25	1.5	2	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	66	ornamentMordent											
9	8	47/2	53/2	0.5	2	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	67												
9	8	23	26	1.0	2	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	68												
9	8	21	24	1.0	2	0	0	Chord	3/4	2	2	1/4		1/4	1	69												
9	8	22	25	2.0	2	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	70												
10	9	24	27	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Reprise"										
10	9	24	27	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	71												
10	9	24	27	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	72	ornamentMordent											
10	9	25	28	0.0		1/4	1/4	Chord	3/4	1	1	0	grace8after	1/8	1	73												
10	9	25	28	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	74	ornamentShortTrill											
10	9	53/2	59/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	75												
10	9	24	27	0.0		0	0	Chord	3/4	2	1	0	grace16after	1/16	1	76												
10	9	24	27	0.0		0	0	Chord	3/4	2	1	0	grace16after	1/16	1	77												
10	9	24	27	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	78												
10	9	25	28	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/4	4+			
10	9	25	28	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	79												5
10	9	26	29	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	80	ornamentShortTrill											
10	9	53/2	59/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	81												
10	9	24	27	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	82												
11	10	27	30	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	83												
11	10	27	30	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	84	ornamentMordent											
11	10	57/2	63/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	85												
11	10	29	32	0.0		1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	86												
11	10	29	32	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	87												
11	10	27	30	0.0		0	0	FiguredBass	3/4	2	1	0												3/8	6_			
11	10	27	30	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	88												
11	10	55/2	61/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	89												
11	10	28	31	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	90												
11	10	57/2	63/2	0.0		3/8	3/8	FiguredBass	3/4	2	1	0												1/8	6	4		
11	10	57/2	63/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	91												
11	10	29	32	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	4+_			
11	10	29	32	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	92												
11	10	59/2	65/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	93												
12	11	30	33	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	94												
12	11	30	33	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	95												
12	11	31	34	0.0		1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	96												
12	11	31	34	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	97	ornamentMordent											
12	11	65/2	71/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	98												
12	11	30	33	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	#6_			
12	11	30	33	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	99												
12	11	61/2	67/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	100												
12	11	31	34	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6			
12	11	31	34	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	101												
12	11	32	35	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5		
12	11	32	35	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	102												
13	12	33	36	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	103	ornamentShortTrill											
13	12	35	38	0.0		1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	104												
13	12	35	38	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	105												
13	12	33	36	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	#3			
13	12	33	36	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	106												
13	12	35	38	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	107												
13	12	33	36	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	108												
13	12	34	37	2.0		1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	109												
14	13	36	39	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	110												
14	13	37	40	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	111	ornamentMordent											
14	13	77/2	83/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	112												
14	13	36	39	0.0		0	0	FiguredBass	3/4	2	1	0												1/8	6			
14	13	36	39	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	113												
14	13	73/2	79/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	114												
14	13	37	40	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	115												
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	116												
14	13	38	41	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	117												
14	13	77/2	83/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	118												
15	14	39	42	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	119	ornamentMordent											
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	120												
15	14	41	44	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	121	ornamentShortTrill											
15	14	39	42	0.0		0	0	FiguredBass	3/4	2	1	0												1/2	6_			
15	14	39	42	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	122	ornamentShortTrill											
15	14	40	43	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	123	ornamentMordent											
15	14	83/2	89/2	0.0		5/8	5/8	FiguredBass	3/4	2	1	0												1/8	4+_			
15	14	83/2	89/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	124												
15	14	167/4	179/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	125												
16	15	42	45	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	126												
16	15	42	45	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	127	ornamentMordent											
16	15	43	46	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	128	ornamentShortTrill											
16	15	89/2	95/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	129												
16	15	42	45	0.0		0	0	FiguredBass	3/4	2	1	0												1/8	6			
16	15	42	45	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	130												6
16	15	85/2	91/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	131												6
16	15	171/4	183/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	132												
16	15	43	46	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6	4		
16	15	43	46	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	133	ornamentShortTrill											
16	15	44	47	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5		
16	15	44	47	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	134												
17	16	45	48	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	135	ornamentShortTrill											7
17	16	47	50	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	136												
17	16	47	50	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	137												
17	16	47	50	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	138												
17	16	45	48	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	#3			
17	16	45	48	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	139												
17	16	47	50	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/8	#3			
17	16	47	50	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	140												
17	16	95/2	101/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	141												
17	16	45	48	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	142												
17	16	46	49	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	143												
18	17	48	51	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	144												8
18	17	195/4	207/4	0.08333333333333333		3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	145												8
18	17	293/6	311/6	0.08333333333333333		5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	146												8
18	17	587/12	623/12	0.08333333333333333		11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	147												
18	17	49	52	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	148	ornamentShortTrill											
18	17	101/2	107/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	149												
18	17	48	51	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	5_			
18	17	48	51	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	150												
18	17	97/2	103/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	151												
18	17	49	52	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_			
18	17	49	52	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	152												
18	17	99/2	105/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	153												
18	17	50	53	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	154												
18	17	101/2	107/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	155												
19	18	51	54	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	156												
19	18	51	54	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	157												9
19	18	207/4	219/4	0.08333333333333333		3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	158												9
19	18	311/6	329/6	0.08333333333333333		5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	159												9
19	18	623/12	659/12	0.08333333333333333		11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	160												
19	18	52	55	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	161	ornamentShortTrill											
19	18	107/2	113/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	162												
19	18	51	54	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	5_			
19	18	51	54	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	163												
19	18	103/2	109/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	164												
19	18	52	55	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6	5	b3_	
19	18	52	55	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	165												
19	18	105/2	111/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	166												
19	18	53	56	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	167												
19	18	107/2	113/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	168												
20	19	54	57	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	169	ornamentShortTrill											10
20	19	219/4	231/4	0.08333333333333333		3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	170												10
20	19	329/6	347/6	0.08333333333333333		5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	171												10
20	19	659/12	695/12	0.08333333333333333		11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	172												10
20	19	55	58	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	173	ornamentShortTrill											10
20	19	113/2	119/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	174												10
20	19	227/4	239/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	175												
20	19	54	57	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7	#3		
20	19	54	57	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	176												
20	19	55	58	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	177												
21	20	57	60	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	178												
21	20	57	60	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	179												
21	20	115/2	121/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	180												
21	20	58	61	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	181												
21	20	57	60	0.0		0	0	FiguredBass	3/4	2	1	0												3/4	#3_			
21	20	57	60	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	182												
21	20	58	61	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	183												
21	20	117/2	123/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	184												
21	20	59	62	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	185	ornamentShortTrill											
21	20	119/2	125/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	186												
22	21	60	63	0.0		0	0	StaffText	3/4	1	1	0																
22	21	60	63	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	187	ornamentMordent											
22	21	61	64	0.0		1/4	1/4	Spanner	3/4	1	1	0																
22	21	61	64	0.0		1/4	1/4	Spanner	3/4	1	1	0																
22	21	61	64	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	188												
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	189												
22	21	60	63	0.0		0	0	FiguredBass	3/4	2	1	0												3/4	5/_			
22	21	60	63	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	190												
22	21	121/2	127/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	191												
22	21	61	64	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	192												
22	21	123/2	129/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	193												
22	21	62	65	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	194												
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	195												
23	22	63	66	0.0		0	0	Chord	3/4	1	1	0	grace8after	1/8	1	196												
23	22	63	66	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	197	ornamentShortTrill											
23	22	64	67	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	198												
23	22	63	66	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	5	4_		
23	22	63	66	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	199												
23	22	127/2	133/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	200												
23	22	64	67	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	b3_			
23	22	64	67	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	201												
23	22	129/2	135/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	202												
23	22	65	68	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	203												
23	22	131/2	137/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	204												
24	23	66	69	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	205	ornamentMordent											
24	23	67	70	0.0		1/4	1/4	Spanner	3/4	1	1	0																
24	23	67	70	0.0		1/4	1/4	Spanner	3/4	1	1	0																
24	23	67	70	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	206												
24	23	137/2	143/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	207												
24	23	66	69	0.0		0	0	FiguredBass	3/4	2	1	0												3/4	5/_			
24	23	66	69	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	208												
24	23	133/2	139/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	209												
24	23	67	70	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	210												
24	23	135/2	141/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	211												
24	23	68	71	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	212												
24	23	137/2	143/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	213												
25	24	69	72	0.0		0	0	Chord	3/4	1	1	0	grace8after	1/8	1	214												
25	24	69	72	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	215	ornamentShortTrill											
25	24	70	73	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	216												
25	24	69	72	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	5	b4_		
25	24	69	72	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	217												
25	24	139/2	145/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	218												
25	24	70	73	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/4	3_			
25	24	70	73	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	219												
25	24	141/2	147/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	220												
25	24	71	74	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	4_		
25	24	71	74	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	221												
25	24	143/2	149/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	222												
26	25	72	75	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	223												
26	25	145/2	151/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	224												
26	25	73	76	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	225												
26	25	147/2	153/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	226												
26	25	74	77	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	227												
26	25	149/2	155/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	228												
26	25	72	75	0.0		0	0	FiguredBass	3/4	2	1	0												3/4	6	5	b3_	
26	25	72	75	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	229												
26	25	145/2	151/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	230												
26	25	73	76	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	231												
26	25	147/2	153/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	232												
26	25	74	77	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	233												
26	25	149/2	155/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	234												
27	26	75	78	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	235	ornamentShortTrill											
27	26	151/2	157/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	236												
27	26	76	79	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	237												
27	26	153/2	159/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	238												
27	26	77	80	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	239												
27	26	155/2	161/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	240												
27	26	75	78	0.0		0	0	FiguredBass	3/4	2	1	0												1/8	#3			
27	26	75	78	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	241												
