mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
3	2	9/2	9/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	21													
3	2	5	5	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	22													
3	2	11/2	11/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	23													
3	2	6	6	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	6_				
3	2	6	6	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	24	ornamentShortTrill												
3	2	25/4	25/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	25													
3	2	13/2	13/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	26													
3	2	27/4	27/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	27													
3	2	7	7	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	7	#5	3	2_	
3	2	7	7	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	28													
3	2	29/4	29/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	29													
4	3	15/2	15/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	30													1
4	3	8	8	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	31	ornamentShortTrill												
4	3	17/2	17/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	32													
4	3	9	9	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	33	articStaccatissimoAbove												
4	3	19/2	19/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	34													2
4	3	10	10	0.375	5/8	5/8	Chord	6/8	1	1	3/32		1/16	3/2	35	ornamentShortTrill												2
4	3	83/8	83/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	36													
4	3	15/2	15/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	6				
4	3	15/2	15/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	37													
4	3	8	8	0.0	1/8	1/8	FiguredBass	6/8	2	1	0												1/8	#6				
4	3	8	8	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	38													
4	3	17/2	17/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	39													
4	3	9	9	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	5/				
4	3	9	9	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	40													
4	3	19/2	19/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/8	5	4			
4	3	19/2	19/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	41													
4	3	10	10	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	3				
5	4	21/2	21/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	42	ornamentShortTrill												
5	4	12	12	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	43													
5	4	25/2	25/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	44													
5	4	13	13	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	45													
5	4	21/2	21/2	0.0	0	0	FiguredBass	6/8	2	1	0												3/8	#3_				
5	4	21/2	21/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	46													
5	4	45/4	45/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	47													
5	4	23/2	23/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	48													
5	4	47/4	47/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	49													
5	4	12	12	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	5				
5	4	12	12	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	50													
6	5	27/2	27/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	51													
6	5	14	14	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	52													
6	5	29/2	29/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	53													
6	5	15	15	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	54													
6	5	16	16	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	55													
6	5	27/2	27/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	56													3
6	5	14	14	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	57													3
6	5	29/2	29/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	58													3
6	5	15	15	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	59													
6	5	31/2	31/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/8	5/				
6	5	31/2	31/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	60													
6	5	16	16	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	7				
6	5	16	16	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	61													
7	6	33/2	33/2	0.0	0	0	Chord	6/8	1	1	0	appoggiatura	1/8	1	62													
7	6	33/2	33/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	63	ornamentMordent												
7	6	17	17	0.0	1/8	1/8	StaffText	6/8	1	1	0						)											
7	6	17	17	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	64													
7	6	35/2	35/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	65													
7	6	18	18	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	66													
7	6	19	19	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	67													
7	6	33/2	33/2	0.0	0	0	FiguredBass	6/8	2	1	0												3/8	_				
7	6	33/2	33/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	68													4
7	6	17	17	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	69	ornamentShortTrill												
7	6	69/4	69/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	70													
7	6	35/2	35/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	71													
7	6	71/4	71/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	72													
7	6	18	18	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												3/8	6_				
7	6	18	18	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	73													
7	6	73/4	73/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	74													
7	6	37/2	37/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	75													
7	6	75/4	75/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	76													
7	6	19	19	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	77													
7	6	77/4	77/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	78													
8	7	39/2	39/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	79	ornamentShortTrill												
8	7	20	20	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	80													
8	7	41/2	41/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	81	articStaccatissimoAbove												
8	7	21	21	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/8	1	82													
8	7	21	21	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	83	ornamentMordent												
8	7	43/2	43/2	0.0	1/2	1/2	Chord	6/8	1	1	0	appoggiatura	1/8	1	84													
8	7	43/2	43/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16		1/8	3/2	85	ornamentShortTrill												
8	7	89/4	89/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	86													
8	7	39/2	39/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	87													
8	7	20	20	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	88													
8	7	41/2	41/2	0.0	1/4	1/4	FiguredBass	6/8	2	1	0												1/8	4+				
8	7	41/2	41/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	89													
8	7	21	21	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	90													
8	7	43/2	43/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	91													
8	7	22	22	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	92													
9	8	45/2	45/2	0.0	0	0	StaffText	6/8	1	1	0						)											
9	8	45/2	45/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	93													
9	8	91/4	91/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	94													
9	8	23	23	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	95													5
9	8	93/4	93/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	96													
9	8	47/2	47/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	97													6
9	8	95/4	95/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	98													
9	8	24	24	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	99													7
9	8	49/2	49/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	100													
9	8	99/4	99/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	101													
9	8	25	25	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	102													
9	8	101/4	101/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	103													
9	8	45/2	45/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	104													
9	8	24	24	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	6_				
9	8	24	24	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	105													
9	8	97/4	97/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	106													
9	8	49/2	49/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	107													
9	8	99/4	99/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	108													
9	8	25	25	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	6	5_			
9	8	25	25	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	109													
9	8	101/4	101/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	110													
10	9	51/2	51/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	111	ornamentShortTrill												
10	9	27	27	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	112													8
10	9	55/2	55/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	113	ornamentShortTrill												
10	9	28	28	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	114													
10	9	51/2	51/2	0.0	0	0	FiguredBass	6/8	2	1	0												3/8	#3_				
10	9	51/2	51/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	115													
10	9	105/4	105/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	116													
10	9	53/2	53/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	117													
10	9	107/4	107/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	118													
10	9	27	27	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	6				
10	9	27	27	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	119													
10	9	55/2	55/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/8	#6				
10	9	55/2	55/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	120													
10	9	28	28	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	121													
11	10	57/2	57/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	122													
11	10	29	29	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	123													
11	10	59/2	59/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	124													
11	10	30	30	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	125													
11	10	61/2	61/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16		1/8	3/2	126													
11	10	125/4	125/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	127													
11	10	57/2	57/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	5/				
11	10	57/2	57/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	128													
11	10	29	29	0.0	1/8	1/8	FiguredBass	6/8	2	1	0												1/4	6_				
11	10	29	29	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	129													
11	10	117/4	117/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	130													
11	10	59/2	59/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	131													
11	10	30	30	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	5	4_			
11	10	30	30	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	132													
11	10	121/4	121/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	133													
11	10	61/2	61/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/4	#3_				
11	10	61/2	61/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	134													
11	10	123/4	123/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	135													
11	10	31	31	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	136													
11	10	125/4	125/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	137													
12	11	63/2	63/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	138	ornamentShortTrill												
12	11	65/2	65/2	0.0	1/4	1/4	StaffText	6/8	1	1	0						)											
12	11	65/2	65/2	0.0	1/4	1/4	Chord	6/8	1	1	0	appoggiatura	1/8	1	139													
12	11	65/2	65/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	140													
12	11	33	33	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	141													
12	11	133/4	133/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	142													
12	11	67/2	67/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	143													
12	11	135/4	135/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	144													
12	11	34	34	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	145													
12	11	137/4	137/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	146													
12	11	63/2	63/2	0.0	0	0	FiguredBass	6/8	2	1	0												3/8	_				
12	11	63/2	63/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	147													
12	11	32	32	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	148													
12	11	129/4	129/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	149													
12	11	65/2	65/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	150													
12	11	131/4	131/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	151													
12	11	33	33	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	6	4+	3_		
12	11	33	33	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	152													
12	11	133/4	133/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	153													
12	11	67/2	67/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	154													
12	11	135/4	135/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	155													
12	11	34	34	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	#3_				
12	11	34	34	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	156													
12	11	137/4	137/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	157													
13	12	69/2	69/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	158	ornamentShortTrill												9
13	12	141/4	141/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	159													9
13	12	283/8	283/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	160													9
13	12	71/2	71/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	161													
13	12	36	36	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	162													
13	12	73/2	73/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	163													10
13	12	147/4	147/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	164													
13	12	37	37	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	165													11
13	12	149/4	149/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	166													
13	12	69/2	69/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	7	#5	3	2_	
13	12	69/2	69/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	167													
13	12	139/4	139/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	168													
13	12	35	35	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	169													
13	12	141/4	141/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	170													
13	12	71/2	71/2	0.0	1/4	1/4	FiguredBass	6/8	2	1	0												1/8	3				
13	12	71/2	71/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	171													
13	12	36	36	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	#6	5			
13	12	36	36	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	172													
13	12	73/2	73/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/8	4				
13	12	73/2	73/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	173													
13	12	37	37	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	#3				
13	12	37	37	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	174													
14	13	75/2	75/2	0.0	0	0	StaffText	6/8	1	1	0						)											
14	13	75/2	75/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	175													
14	13	38	38	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	176													
14	13	77/2	77/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	177													
14	13	39	39	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	178													
14	13	79/2	79/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	179													
14	13	40	40	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	180													
14	13	75/2	75/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	181													
14	13	39	39	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	6	#3			
14	13	39	39	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	182													
15	14	81/2	81/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	183													12
15	14	41	41	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	184	ornamentShortTrill												
15	14	165/4	165/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	185													
15	14	83/2	83/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	186													
15	14	167/4	167/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	187													
15	14	42	42	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	188													13
15	14	169/4	169/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	189													
15	14	85/2	85/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16		1/8	3/2	190	ornamentShortTrill												
15	14	173/4	173/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	191													
15	14	81/2	81/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	6	4+	3_		
15	14	81/2	81/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	192													14
15	14	41	41	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	193	ornamentShortTrill												
15	14	165/4	165/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	194													
15	14	83/2	83/2	0.0	1/4	1/4	FiguredBass	6/8	2	1	0												1/8	6				
15	14	83/2	83/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	195													
15	14	42	42	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	196													
15	14	85/2	85/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/8	#3				
15	14	85/2	85/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	197													
15	14	43	43	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	7				
16	15	87/2	87/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	198													
16	15	87/2	87/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	#3				
16	15	87/2	87/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	199													
17	15	45	45	0.5	0	3/8	Chord	6/8	1	1	1/8		1/8	1	200													
17	15	91/2	91/2	0.5	1/8	1/2	Chord	6/8	1	1	1/8		1/8	1	201													
17	15	46	46	0.5	1/4	5/8	Chord	6/8	1	1	1/8		1/8	1	202													
17	15	45	45	0.0	0	3/8	StaffText	6/8	2	1	0						Reprise											
18	16	93/2	93/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	203													
18	16	47	47	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	204													
18	16	189/4	189/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	205													
18	16	95/2	95/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	206													
18	16	191/4	191/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	207													
18	16	48	48	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	208	ornamentShortTrill												
18	16	97/2	97/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	209													
18	16	195/4	195/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	210													
18	16	49	49	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	211													
18	16	197/4	197/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	212													
18	16	93/2	93/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	213													
18	16	47	47	0.0	1/8	1/8	FiguredBass	6/8	2	1	0												1/4	6_				
18	16	47	47	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	214													
18	16	95/2	95/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	215													
18	16	48	48	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	216													
18	16	97/2	97/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/4	6_				
18	16	97/2	97/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	217													
18	16	49	49	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	218													
19	17	99/2	99/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	219	ornamentShortTrill												
19	17	199/4	199/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	220													
19	17	50	50	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	221													
19	17	201/4	201/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	222													
19	17	101/2	101/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	223													
19	17	203/4	203/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	224													
19	17	51	51	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	225													
19	17	205/4	205/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	226													
19	17	103/2	103/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	227													
19	17	207/4	207/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	228													
19	17	52	52	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	229													
19	17	209/4	209/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	230													
19	17	99/2	99/2	0.0	0	0	FiguredBass	6/8	2	1	0												5/16	_				
19	17	99/2	99/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	231													
19	17	201/4	201/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	232													
19	17	101/2	101/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	233													
19	17	203/4	203/4	0.0	5/16	5/16	FiguredBass	6/8	2	1	0												1/16	#6				
