mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
3	3	35/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	21									
3	3	13/2	0.0	1/8	1/8	FiguredBass	6/8	2	1	0										1/4	_			
3	3	13/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	22									
3	3	7	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	23									
3	3	15/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	7	5/		
3	3	15/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	24									
3	3	8	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	7			
3	3	8	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	25									
3	3	17/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	5/			
3	3	17/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	26									
4	4	9	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	27	ornamentMordent								
4	4	39/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	28									
4	4	10	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	29									
4	4	41/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	30									
4	4	21/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	31									
4	4	43/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	32									
4	4	11	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	33	ornamentShortTrill								
4	4	47/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	34									
4	4	9	0.0	0	0	FiguredBass	6/8	2	1	0										3/16	_			
4	4	9	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	35									
4	4	19/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	36									
4	4	39/4	0.0	3/16	3/16	FiguredBass	6/8	2	1	0										1/16	6			
4	4	39/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	37									
4	4	10	0.0	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	#6_			
4	4	10	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	38									
4	4	41/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	39									
4	4	21/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	40									
4	4	11	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	4			
4	4	11	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	41									
4	4	23/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	#3			
4	4	23/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	42									
5	5	12	0.0	0	0	StaffText	6/8	1	1	0							)							
5	5	12	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	43	ornamentShortTrill								
5	5	25/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	44									
5	5	13	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	45									
5	5	27/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	46									
5	5	14	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	47									
5	5	29/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	48	ornamentTurn								
5	5	12	0.0	0	0	FiguredBass	6/8	2	1	0										1/8	#3			
5	5	12	0.0	0	0	StaffText	6/8	2	1	0							)							
5	5	12	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	49									
5	5	25/2	0.0	1/8	1/8	FiguredBass	6/8	2	1	0										1/4	h3			
5	5	25/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	50									
5	5	27/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	2			
5	5	27/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	51									
5	5	14	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	6_			
5	5	14	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	52									
5	5	57/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	53									
5	5	29/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	4+_			
5	5	29/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	54									
5	5	59/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	55									
6	6	15	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	56									
6	6	61/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	57									
6	6	31/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	58									
6	6	63/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	59									
6	6	16	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	60									
6	6	65/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	61									
6	6	33/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	62	ornamentShortTrill								
6	6	67/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	63									
6	6	17	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	64									
6	6	69/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	65									
6	6	35/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	66									
6	6	71/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	67									
6	6	15	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	6_			
6	6	15	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	68									
6	6	31/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	69									
6	6	16	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	70									
6	6	33/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										3/8	5/_			
6	6	33/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	71									
6	6	17	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	72									
6	6	35/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	73									
7	7	18	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	74	ornamentShortTrill								
7	7	73/4	0.0	1/16	1/16	StaffText	6/8	1	1	0							)							
7	7	73/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	75									
7	7	37/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	76									
7	7	39/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	77	ornamentShortTrill								
7	7	20	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	78									3
7	7	18	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	79									
7	7	37/2	0.0	1/8	1/8	FiguredBass	6/8	2	1	0										1/4	_			
7	7	37/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	80									
7	7	19	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	81									
7	7	39/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	#6			
7	7	39/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	82									
7	7	20	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	7	h3		
7	7	20	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	83									
7	7	41/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	5/			
7	7	41/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	84									
8	8	21	0.0	0	0	StaffText	6/8	1	1	0							)							
8	8	21	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	85	ornamentShortTrill								
8	8	43/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	86									4
8	8	45/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	87	ornamentShortTrill								
8	8	23	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	88									5
8	8	21	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	89									
8	8	43/2	0.0	1/8	1/8	FiguredBass	6/8	2	1	0										1/4	b3_			
8	8	43/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	90									
8	8	22	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	91									
8	8	45/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	#6			
8	8	45/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	92									
8	8	23	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	7	h3		
8	8	23	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	93									
8	8	47/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	5/			
8	8	47/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	94									
9	9	24	0.0	0	0	StaffText	6/8	1	1	0							)							
9	9	24	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	95	ornamentShortTrill								
9	9	49/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	96									6
9	9	51/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	97	ornamentShortTrill								
9	9	26	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	98									7
9	9	24	0.0	0	0	StaffText	6/8	2	1	0							)							
9	9	24	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	99									
9	9	49/2	0.0	1/8	1/8	FiguredBass	6/8	2	1	0										1/4	b3_			
9	9	49/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	100									
9	9	25	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	101									
9	9	51/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	6	4	3	
9	9	51/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	102									
9	9	26	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	7	b3		
9	9	26	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	103									
9	9	53/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	5/			
9	9	53/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	104									
10	10	27	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	105	ornamentShortTrill								
10	10	111/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	106									
10	10	28	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	107									
10	10	113/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	108									
10	10	57/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	109									
10	10	115/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	110									
10	10	29	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	111	ornamentShortTrill								
10	10	119/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	112									
10	10	27	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	_			
10	10	27	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	113									
10	10	55/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	114									
10	10	111/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	115									
10	10	28	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	116									
10	10	57/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	6	5		
10	10	57/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	117									
10	10	29	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/4	b7			
10	10	29	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	118									
11	11	30	0.0	0	0	StaffText	6/8	1	1	0							)							
11	11	30	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	119									
11	11	61/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	120									8
11	11	63/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	121	ornamentShortTrill								
11	11	32	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	122									9
11	11	30	0.0	0	0	StaffText	6/8	2	1	0							)							
11	11	30	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	123									
11	11	61/2	0.0	1/8	1/8	FiguredBass	6/8	2	1	0										1/4	_			
11	11	61/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	124									
11	11	31	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	125									
11	11	63/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	6	4	b3	
11	11	63/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	126									
11	11	32	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	b7	b3		
11	11	32	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	127									
11	11	65/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	5/			
11	11	65/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	128									
12	12	33	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	129	ornamentShortTrill								
12	12	67/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	130									
12	12	135/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	131									
12	12	34	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	132									
12	12	137/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	133									
12	12	69/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	134									
12	12	139/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	135									
12	12	35	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	136									
12	12	141/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	137									
12	12	71/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	138									
12	12	143/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	139									
12	12	33	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	140									
12	12	35	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/4	6_			
12	12	35	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	141									
12	12	141/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	142									
12	12	71/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	143									
12	12	143/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	144									
13	13	36	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	145	ornamentShortTrill								
13	13	145/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	146									
13	13	73/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	147									
13	13	147/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	148									
13	13	37	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	149									
13	13	149/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	150									
13	13	75/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	151									10
13	13	151/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	152									10
13	13	38	0.0	1/2	1/2	Chord	6/8	1	1	0	grace8after		1/8	1	153									
13	13	38	0.0	1/2	1/2	Chord	6/8	1	1	0	grace8after		1/8	1	154									
13	13	38	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	155	ornamentShortTrill								
13	13	36	0.0	0	0	FiguredBass	6/8	2	1	0										3/8	#6_			
13	13	36	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	156									
13	13	73/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	157									
13	13	37	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	158									
13	13	75/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	_			
13	13	75/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	159									
13	13	151/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	160									
13	13	38	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/4	6			
13	13	38	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	161	ornamentShortTrill								
14	14	39	0.0	0	0	StaffText	6/8	1	1	0							)							
14	14	39	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	162									
14	14	79/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	163									
14	14	40	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	164									
14	14	81/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	165									
14	14	41	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	166									
14	14	83/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	167	ornamentTurn								
14	14	39	0.0	0	0	FiguredBass	6/8	2	1	0										1/8	#3			
14	14	39	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	168									
14	14	41	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	5			
14	14	41	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	169									
14	14	83/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	4+			
14	14	83/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	170									
15	15	42	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	171									
15	15	169/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	172									
15	15	85/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	173									
15	15	171/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	174									
15	15	43	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	175									
15	15	173/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	176									
15	15	87/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	177									11
15	15	44	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	178	ornamentShortTrill								
15	15	89/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	179									
15	15	42	0.0	0	0	FiguredBass	6/8	2	1	0										1/4	6_			
15	15	42	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	180									
15	15	85/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	181									
15	15	43	0.0	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	5/			
15	15	43	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	182									
15	15	87/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	183									
15	15	44	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	6			
15	15	44	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	184									
15	15	89/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	6			
15	15	89/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	185									
16	16	45	0.0	0	0	StaffText	6/8	1	1	0							)							
16	16	45	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	186									
16	16	91/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	187									
16	16	46	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	188									
16	16	93/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	189									
16	16	47	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	190									
16	16	95/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	191	ornamentTurn								
16	16	45	0.0	0	0	FiguredBass	6/8	2	1	0										1/8	#3			
16	16	45	0.0	0	0	StaffText	6/8	2	1	0							)							
16	16	45	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	192									
16	16	91/2	0.0	1/8	1/8	FiguredBass	6/8	2	1	0										1/4	h3			
16	16	91/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	193									
16	16	93/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	#2			
16	16	93/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	194									
16	16	47	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	6_			
16	16	47	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	195									
16	16	189/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	196									
16	16	95/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	4+_			
16	16	95/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	197									
16	16	191/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	198									
17	17	48	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	199									
17	17	193/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	200									
17	17	97/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	201									
17	17	195/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	202									
17	17	49	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	203									
17	17	197/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	204									
17	17	99/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	205	ornamentMordent								
17	17	199/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	206									
17	17	50	0.0	1/2	1/2	Chord	6/8	1	1	0	grace8after		1/8	1	207									
17	17	50	0.0	1/2	1/2	Chord	6/8	1	1	0	grace8after		1/8	1	208									
17	17	50	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	209	ornamentShortTrill								
17	17	48	0.0	0	0	FiguredBass	6/8	2	1	0										1/8	6			
17	17	48	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	210									
17	17	97/2	0.0	1/8	1/8	FiguredBass	6/8	2	1	0										1/8	5/			
17	17	97/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	211									
17	17	49	0.0	1/4	1/4	FiguredBass	6/8	2	1	0										1/8	_			
17	17	49	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	212									
17	17	197/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	213									
17	17	99/2	0.0	3/8	3/8	FiguredBass	6/8	2	1	0										1/8	6_			
17	17	99/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	214									
17	17	199/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	215									
17	17	50	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/4	#3_			
17	17	50	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	216									
17	17	101/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	7			
17	17	101/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	217									
18	18	51	0.0	0	0	StaffText	6/8	1	1	0							)							
18	18	51	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	218									
18	18	205/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	219									
18	18	103/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	220									
18	18	207/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	221									
18	18	52	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	222									
18	18	209/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	223									
18	18	105/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	224									
18	18	107/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	225									
18	18	51	0.0	0	0	FiguredBass	6/8	2	1	0										1/8	#3			
18	18	51	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	226									
18	18	211/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	227									
18	18	53	0.0	1/2	1/2	FiguredBass	6/8	2	1	0										1/8	5/_			
18	18	53	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	228									
18	18	213/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	229									
18	18	107/2	0.0	5/8	5/8	FiguredBass	6/8	2	1	0										1/8	_			
18	18	107/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	230									
18	18	215/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	231									
19	19	54	0.0	0	0	StaffText	6/8	1	1	0							)							
19	19	54	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	232	ornamentShortTrill								
19	19	217/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	233									
19	19	109/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	234									
19	19	219/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	235									
