mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0.0	0	0	StaffText	4/4	1	1	0							Gaÿement							
1	1	3/2	0.0	3/8	3/8	Tempo	4/4	1	1	0								 = 96	96					
1	1	3/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	0									
1	1	2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1									
1	1	5/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2									
1	1	11/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3									
1	1	3	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	4									
1	1	7/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	5									
2	2	4	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	6									
2	2	9/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	7									
2	2	11/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	8									
2	2	6	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	9									
2	2	13/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	10									
2	2	15/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	11									
3	3	8	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	12									
3	3	17/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	13									
3	3	19/2	1.0	3/8	3/8	Chord	4/4	1	1	1/4			1/4	1	14									
3	3	21/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	15									
3	3	23/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	16	ornamentShortTrill								
4	4	12	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	17									
4	4	53/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	18									
4	4	27/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	19									
4	4	55/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	20									
4	4	14	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	21									
4	4	57/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	22									
4	4	29/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	23									
4	4	59/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	24									
4	4	15	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	25									
4	4	61/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	26									
4	4	31/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	27									
4	4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	28									
4	4	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	29									
4	4	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	30									
4	4	29/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	31									
4	4	59/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	32									
4	4	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	33									
4	4	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	34									
5	5	16	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	35									
