mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	0	0	0	0.0	0	3/8	Tempo	4/4	1	1	0							Légèrement	108.0			1.0					
1	0	0	0	0.0	0	3/8	Tempo	4/4	1	1	0							𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0					
1	0	0	0	0.25	0	3/8	Chord	4/4	1	1	1/16		1/16	1	0												
1	0	1/4	1/4	0.25	1/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1												
1	0	1/2	1/2	0.5	1/8	1/2	Chord	4/4	1	1	1/8		1/8	1	2												
1	0	1	1	0.25	1/4	5/8	Chord	4/4	1	1	1/16		1/16	1	3	ornamentShortTrill											
1	0	5/4	5/4	0.25	5/16	11/16	Chord	4/4	1	1	1/16		1/16	1	4												
1	0	3/2	3/2	0.5	3/8	3/4	Chord	4/4	1	1	1/8		1/8	1	5												
1	0	2	2	0.25	1/2	7/8	Chord	4/4	1	1	1/16		1/16	1	6	ornamentMordent											
1	0	9/4	9/4	0.25	9/16	15/16	Chord	4/4	1	1	1/16		1/16	1	7												
1	0	0	0	0.25	0	3/8	Chord	4/4	2	1	1/16		1/16	1	8												
1	0	1/4	1/4	0.25	1/16	7/16	Chord	4/4	2	1	1/16		1/16	1	9												
1	0	1/2	1/2	0.0	1/8	1/2	FiguredBass	4/4	2	1	0												1/4	6_			
1	0	1/2	1/2	0.5	1/8	1/2	Chord	4/4	2	1	1/8		1/8	1	10												
1	0	1	1	0.25	1/4	5/8	Chord	4/4	2	1	1/16		1/16	1	11												
1	0	5/4	5/4	0.25	5/16	11/16	Chord	4/4	2	1	1/16		1/16	1	12												
1	0	3/2	3/2	0.0	3/8	3/4	FiguredBass	4/4	2	1	0												1/4	5/_			
1	0	3/2	3/2	0.5	3/8	3/4	Chord	4/4	2	1	1/8		1/8	1	13												
1	0	2	2	0.5	1/2	7/8	Chord	4/4	2	1	1/8		1/8	1	14												
2	1	5/2	5/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	15	ornamentShortTrill											
2	1	3	3	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	16												
2	1	3	3	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	17												
2	1	7/2	7/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	18	ornamentMordent											
2	1	17/4	17/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	19												
2	1	9/2	9/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	20	ornamentShortTrill											
2	1	5	5	0.0	5/8	5/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	21												
2	1	5	5	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	22												
2	1	11/2	11/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	23	ornamentMordent											
2	1	25/4	25/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	24												
2	1	5/2	5/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	25												
2	1	3	3	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	26												
2	1	4	4	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	6			
2	1	4	4	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	27												
2	1	9/2	9/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	5/			
2	1	9/2	9/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	28												
2	1	5	5	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	29												
2	1	6	6	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	7			
2	1	6	6	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	30												
3	2	13/2	13/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	31												
3	2	7	7	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	32	ornamentShortTrill											
3	2	15/2	15/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	33	ornamentMordent											
3	2	33/4	33/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	34												
3	2	17/2	17/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	35	ornamentShortTrill											
3	2	9	9	0.0	5/8	5/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	36												
3	2	9	9	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	37												
3	2	19/2	19/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	38	ornamentMordent											
3	2	41/4	41/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	39												
3	2	13/2	13/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	40												
3	2	7	7	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	41												
3	2	8	8	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	42												
3	2	17/2	17/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/4	#3_			
3	2	17/2	17/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	43												
3	2	9	9	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	44												
3	2	10	10	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	#5			
3	2	10	10	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	45												
4	3	21/2	21/2	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	46												
4	3	21/2	21/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	47												
4	3	11	11	0.0	1/8	1/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	48												
4	3	11	11	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	49												
4	3	23/2	23/2	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	50												
4	3	23/2	23/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	51	ornamentMordent											
4	3	12	12	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	52												
4	3	25/2	25/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	53												
4	3	25/2	25/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	54												
4	3	13	13	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	55												
4	3	53/4	53/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	56												
4	3	27/2	27/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	57	ornamentShortTrill											
4	3	14	14	0.0	7/8	7/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	58												
4	3	14	14	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	59												
4	3	21/2	21/2	0.0	0	0	FiguredBass	4/4	2	1	0												1/4	#3_			
4	3	21/2	21/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	60												
4	3	11	11	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	61												
4	3	23/2	23/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	6			
4	3	23/2	23/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	62												
4	3	12	12	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	#6			
4	3	12	12	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	63												
4	3	25/2	25/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	64												
4	3	27/2	27/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/8	#3			
4	3	27/2	27/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	65												
4	3	14	14	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	66												
5	4	29/2	29/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	67												0
5	4	15	15	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	68	ornamentShortTrill											
5	4	61/4	61/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	69												
5	4	31/2	31/2	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	70												
5	4	31/2	31/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	71												
5	4	16	16	0.0	3/8	3/8	Chord	4/4	1	1	0	appoggiatura	1/8	1	72												
5	4	16	16	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	73												
5	4	33/2	33/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	74												
5	4	33/2	33/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	75	ornamentMordent											
5	4	69/4	69/4	0.08333333333333333	11/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	76												
5	4	52/3	52/3	0.08333333333333333	17/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	77												
5	4	209/12	209/12	0.08333333333333333	35/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	78												
5	4	35/2	35/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	79	ornamentShortTrill											
5	4	73/4	73/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	80												
5	4	29/2	29/2	0.0	0	0	FiguredBass	4/4	2	1	0												1/8	5			
5	4	29/2	29/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	81												
5	4	15	15	0.0	1/8	1/8	FiguredBass	4/4	2	1	0												1/8	6			
5	4	31/2	31/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	6	5		
5	4	31/2	31/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	82												
5	4	16	16	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	6	#3		
5	4	16	16	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	83												
5	4	33/2	33/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	5			
5	4	33/2	33/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	84												
5	4	17	17	0.0	5/8	5/8	FiguredBass	4/4	2	1	0												1/8	#6	5		
5	4	17	17	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	85												
5	4	35/2	35/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	#3_			
5	4	35/2	35/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	86												
5	4	18	18	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	87												
6	5	37/2	37/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	88												
6	5	37/2	37/2	0.0	0	0	FiguredBass	4/4	2	1	0												1/8	#3			
6	5	37/2	37/2	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	89												
6	5	37/2	37/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	90												
6	5	19	19	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	91												
6	5	39/2	39/2	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	92												
7	5	20	20	0.0	0	3/8	StaffText	4/4	1	1	0						"<font size=""13.5""/><font face=""SnellRoundhand BoldScript""/>Reprise"										
7	5	20	20	0.25	0	3/8	Chord	4/4	1	1	1/16		1/16	1	93												
7	5	81/4	81/4	0.25	1/16	7/16	Chord	4/4	1	1	1/16		1/16	1	94												
7	5	41/2	41/2	0.5	1/8	1/2	Chord	4/4	1	1	1/8		1/8	1	95												
7	5	21	21	0.25	1/4	5/8	Chord	4/4	1	1	1/16		1/16	1	96	ornamentShortTrill											
7	5	85/4	85/4	0.25	5/16	11/16	Chord	4/4	1	1	1/16		1/16	1	97												
7	5	43/2	43/2	0.0	3/8	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	98												
7	5	43/2	43/2	0.75	3/8	3/4	Chord	4/4	1	1	3/16		1/8	3/2	99	ornamentMordent											
7	5	89/4	89/4	0.25	9/16	15/16	Chord	4/4	1	1	1/16		1/16	1	100												
7	5	20	20	0.25	0	3/8	Chord	4/4	2	1	1/16		1/16	1	101												
7	5	81/4	81/4	0.25	1/16	7/16	Chord	4/4	2	1	1/16		1/16	1	102												
7	5	41/2	41/2	0.0	1/8	1/2	FiguredBass	4/4	2	1	0												1/8	6			
7	5	41/2	41/2	0.5	1/8	1/2	Chord	4/4	2	1	1/8		1/8	1	103												
7	5	21	21	0.25	1/4	5/8	Chord	4/4	2	1	1/16		1/16	1	104												
7	5	85/4	85/4	0.25	5/16	11/16	Chord	4/4	2	1	1/16		1/16	1	105												
7	5	43/2	43/2	0.0	3/8	3/4	FiguredBass	4/4	2	1	0												1/8	6			
7	5	43/2	43/2	0.5	3/8	3/4	Chord	4/4	2	1	1/8		1/8	1	106												
7	5	22	22	0.5	1/2	7/8	Chord	4/4	2	1	1/8		1/8	1	107												
8	6	45/2	45/2	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	108	ornamentShortTrill											
8	6	93/4	93/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	109												
8	6	47/2	47/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	110	ornamentMordent											
8	6	97/4	97/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	111												
8	6	49/2	49/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	112												
8	6	49/2	49/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	113	ornamentMordent											
8	6	101/4	101/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	114												
8	6	51/2	51/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	115	ornamentShortTrill											
8	6	105/4	105/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	116												
