mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
14	11	37	37	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	135								
14	11	69/2	69/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	136								
14	11	35	35	0.25	1/8	1/8	Chord	6/8	2	2	1/16		1/16	1	137								
14	11	141/4	141/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16		1/16	1	138								
14	11	71/2	71/2	0.25	1/4	1/4	Chord	6/8	2	2	1/16		1/16	1	139								
14	11	143/4	143/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16		1/16	1	140								
14	11	36	36	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	141								
15	12	75/2	75/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	142								
15	12	77/2	77/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	143								
15	12	39	39	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	144	ornamentMordent							
15	12	40	40	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	145	ornamentTurn							
15	12	75/2	75/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	146								13
15	12	38	38	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	147	ornamentShortTrill							13
15	12	77/2	77/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	148								
15	12	39	39	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	149								14
15	12	79/2	79/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	150	ornamentShortTrill							14
15	12	40	40	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	151								
15	12	75/2	75/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	152								
15	12	39	39	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	153								
16	13	81/2	81/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	154								15
16	13	83/2	83/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	155								
16	13	42	42	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	156								
16	13	43	43	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	157	ornamentMordent							
16	13	81/2	81/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	158								16
16	13	41	41	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	159								16
16	13	83/2	83/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	160								
16	13	42	42	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	161								
16	13	43	43	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	162								
16	13	81/2	81/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	163								
16	13	42	42	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	164								
17	14	87/2	87/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	165								
17	14	44	44	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	166								
17	14	89/2	89/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	167								
17	14	45	45	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	168	ornamentShortTrill							
17	14	91/2	91/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	169								
17	14	46	46	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	170								
17	14	87/2	87/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	171								
17	14	44	44	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	172								17
17	14	89/2	89/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	173								
17	14	45	45	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	174	ornamentShortTrill							18
17	14	91/2	91/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	175								18
17	14	46	46	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	176	ornamentShortTrill							
17	14	87/2	87/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	177								
17	14	44	44	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	178								
17	14	89/2	89/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	179								
17	14	45	45	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	180								
18	15	93/2	93/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	181								
18	15	95/2	95/2	0.0	1/4	1/4	StaffText	6/8	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>(Fin)"						
18	15	93/2	93/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	182								
18	15	47	47	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	183								
18	15	95/2	95/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	184								
18	15	93/2	93/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	185								
19	15	48	48	0.0	0	3/8	StaffText	6/8	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Seconde partie"						
19	15	48	48	0.0	0	3/8	StaffText	6/8	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Mineur"						
19	15	48	48	1.0	0	3/8	Chord	6/8	1	1	1/4		1/4	1	186								19
19	15	49	49	0.5	1/4	5/8	Chord	6/8	1	1	1/8		1/8	1	187	ornamentMordent							
19	15	48	48	0.5	0	3/8	Chord	6/8	2	1	1/8		1/8	1	188								
19	15	97/2	97/2	0.5	1/8	1/2	Chord	6/8	2	1	1/8		1/8	1	189								
19	15	49	49	0.5	1/4	5/8	Chord	6/8	2	1	1/8		1/8	1	190								
19	15	48	48	1.0	0	3/8	Chord	6/8	2	2	1/4		1/4	1	191								
20	16	99/2	99/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	192								
20	16	101/2	101/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	193								
20	16	51	51	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	194								20
20	16	52	52	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	195	ornamentMordent							
20	16	99/2	99/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	196								
20	16	50	50	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	197								
20	16	101/2	101/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	198								
20	16	51	51	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	199								
20	16	103/2	103/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	200								
20	16	52	52	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	201								
20	16	99/2	99/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	202								
20	16	51	51	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	203								
21	17	105/2	105/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	204								
21	17	107/2	107/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	205								
21	17	54	54	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	206								21
21	17	55	55	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	207	ornamentMordent							
21	17	105/2	105/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	208								
21	17	53	53	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	209								
21	17	107/2	107/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	210								
21	17	54	54	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	211								
21	17	109/2	109/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	212								
21	17	55	55	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	213								
21	17	105/2	105/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	214								
21	17	54	54	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	215								
22	18	111/2	111/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	216								
22	18	225/4	225/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	217								
22	18	113/2	113/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	218								
22	18	227/4	227/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	219								
22	18	57	57	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	220	ornamentMordent							
22	18	229/4	229/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	221								
22	18	115/2	115/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16		1/8	3/2	222	ornamentShortTrill							22
22	18	233/4	233/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	223								22
22	18	467/8	467/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	224								
22	18	111/2	111/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	225								
22	18	225/4	225/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	226								
22	18	113/2	113/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	227								
22	18	227/4	227/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	228								
22	18	57	57	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	229								
22	18	229/4	229/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	230								
22	18	115/2	115/2	0.75	1/2	1/2	Chord	6/8	2	1	3/16		1/8	3/2	231	ornamentShortTrill							
22	18	233/4	233/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	232								
22	18	111/2	111/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	233								
22	18	56	56	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	234								
22	18	113/2	113/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	235								
22	18	57	57	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	236								
22	18	115/2	115/2	1.0	1/2	1/2	Chord	6/8	2	2	1/4		1/4	1	237								
23	19	117/2	117/2	0.0	0	0	Chord	6/8	1	1	0	appoggiatura	1/8	1	238								
23	19	117/2	117/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	239	ornamentMordent							
23	19	117/2	117/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	240	ornamentShortTrill							
23	19	117/2	117/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	241								
24	19	60	60	0.0	0	3/8	StaffText	6/8	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Reprise"						
24	19	60	60	1.0	0	3/8	Chord	6/8	1	1	1/4		1/4	1	242								23
24	19	61	61	0.5	1/4	5/8	Chord	6/8	1	1	1/8		1/8	1	243	ornamentMordent							
24	19	60	60	0.5	0	3/8	Chord	6/8	2	1	1/8		1/8	1	244								
24	19	121/2	121/2	0.5	1/8	1/2	Chord	6/8	2	1	1/8		1/8	1	245								
24	19	61	61	0.5	1/4	5/8	Chord	6/8	2	1	1/8		1/8	1	246								
24	19	60	60	1.0	0	3/8	Chord	6/8	2	2	1/4		1/4	1	247								
25	20	123/2	123/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	248	ornamentShortTrill							
25	20	125/2	125/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	249								
25	20	63	63	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	250	ornamentMordent							
25	20	64	64	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	251								
25	20	123/2	123/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	252	ornamentShortTrill							
25	20	62	62	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	253								
25	20	125/2	125/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	254								
25	20	63	63	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	255								24
25	20	127/2	127/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	256	ornamentShortTrill							24
25	20	64	64	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	257								
25	20	123/2	123/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	258								
25	20	63	63	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	259								
26	21	129/2	129/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	260	ornamentShortTrill							25
26	21	131/2	131/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	261								
26	21	66	66	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	262	ornamentMordent							
26	21	67	67	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	263	ornamentTurn							
26	21	129/2	129/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	264								
26	21	65	65	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	265								
26	21	131/2	131/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	266								
26	21	66	66	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	267								
26	21	133/2	133/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	268								
26	21	67	67	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	269								
26	21	129/2	129/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	270								
26	21	131/2	131/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	271								
26	21	66	66	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	272								
