mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0.0	0	0	StaffText	3/8	1	1	0							Vivement							
1	1	0	0.0	0	0	Tempo	3/8	1	1	0								  = 63	95					
1	1	1/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	0									
1	1	3/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	1									
1	1	1	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	2									
1	1	5/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	3									
2	2	3/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	4									
2	2	7/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	5									
2	2	2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6									
2	2	9/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	7									
2	2	5/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	8	ornamentShortTrill								
2	2	11/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	9									
3	3	3	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	10									
3	3	13/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	11									
3	3	7/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	12									
3	3	15/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	13									
3	3	4	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	14									
3	3	17/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	15									
3	3	7/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	16									
3	3	15/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	17									
3	3	4	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	18									
3	3	17/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	19									
4	4	9/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	20									
4	4	19/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	21									
4	4	5	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	22									
4	4	21/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	23									
4	4	11/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	24									
4	4	23/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	25									
4	4	9/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	26	ornamentShortTrill								
4	4	19/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	27									
4	4	5	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	28									
