mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
7	7	18	18	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	h5	3	2_		
7	7	18	18	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	54													
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	55													
7	7	19	19	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_				
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	56													
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	57													
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	58													
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	59													
8	8	21	21	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	60	ornamentShortTrill												
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	61													
8	8	21	21	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	5	4			
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	62													
8	8	22	22	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	h3				
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	63													
8	8	23	23	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	h3				
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	64													
9	9	24	24	0.0	0	0	StaffText	3/4	1	1	0						Reprise											
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	65													
9	9	25	25	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	66	ornamentShortTrill												
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	67													
9	9	24	24	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	3			
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	68													
9	9	25	25	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6	4			
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	69													
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	70													
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	71	ornamentShortTrill												
10	10	28	28	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	72													
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	73													
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	74	ornamentMordent												
10	10	27	27	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	_				
10	10	27	27	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	75													
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	76													
10	10	29	29	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6				
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	77													
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	78													
11	11	31	31	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	79													
11	11	31	31	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	80	ornamentMordent												
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	81													
11	11	30	30	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	4	b3		
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	82													
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	83													
11	11	32	32	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	5/				
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	84													
12	12	33	33	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	85	ornamentShortTrill												
12	12	35	35	0.0	1/2	1/2	StaffText	3/4	1	1	0						)											
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	86													
12	12	33	33	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	87													
12	12	35	35	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	_				
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	88													
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	89													
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	90													
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	91													0
13	13	38	38	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	92	ornamentShortTrill												1
13	13	155/4	155/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	93													1
13	13	311/8	311/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	94													
13	13	36	36	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	6				
13	13	36	36	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	95													
13	13	38	38	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7				
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	96													
14	14	39	39	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	97													
14	14	39	39	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	98	ornamentMordent												
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	99													
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	100													
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	101													
14	14	39	39	0.0	0	0	FiguredBass	3/4	2	1	0												3/8	5_				
14	14	39	39	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	102													
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	103													
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	104													
14	14	81/2	81/2	0.0	3/8	3/8	FiguredBass	3/4	2	1	0												1/8	4+				
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	105													
14	14	41	41	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6				
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	106													
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	107	ornamentShortTrill												
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	108													
15	15	43	43	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	109	ornamentShortTrill												
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	110													
15	15	42	42	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5			
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	111													
15	15	43	43	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5	4			
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	112													
15	15	44	44	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	3				
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	113													
16	16	45	45	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	114													
16	16	45	45	0.0	0	0	FiguredBass	3/4	2	1	0												1/2	_				
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	115													
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	116													
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	117													
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	118	ornamentShortTrill												
17	17	49	49	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	119													
17	17	49	49	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	120	ornamentMordent												
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	121													
17	17	48	48	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	h3_				
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	122													
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	123													
17	17	49	49	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6				
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	124													
17	17	50	50	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	h6	4	3		
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	125													
18	18	51	51	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	126													
18	18	51	51	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	127	ornamentMordent												
18	18	51	51	0.0	0	0	FiguredBass	3/4	2	1	0												3/4	b3_				
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	128													
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	129													
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	130													
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	131													
19	19	55	55	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	132													
19	19	55	55	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	133	ornamentMordent												
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	134													
19	19	54	54	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	4+				
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	135													
19	19	55	55	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	h6				
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	136													
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	137													
20	20	57	57	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	138	ornamentShortTrill												
20	20	59	59	0.0	1/2	1/2	StaffText	3/4	1	1	0						)											
20	20	59	59	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	139													
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	140													
20	20	57	57	0.0	0	0	FiguredBass	3/4	2	1	0												3/4	h3_				
20	20	57	57	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	141													2
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	142													2
20	20	58	58	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	143													2
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	144													2
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	145													2
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	146													
21	21	60	60	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	147													
21	21	243/4	243/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	148													
21	21	487/8	487/8	0.0625	7/32	7/32	Chord	3/4	1	1	1/64		1/64	1	149													
21	21	975/16	975/16	0.0625	15/64	15/64	Chord	3/4	1	1	1/64		1/64	1	150													
21	21	61	61	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	151	ornamentShortTrill												
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	152													
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	153													3
21	21	60	60	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6				
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	154													
21	21	61	61	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/2	5/_				
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	155													
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	156													
22	22	63	63	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	157													
22	22	63	63	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	158	ornamentMordent												
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	159													
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	160													
22	22	63	63	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	161													
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	162													
22	22	64	64	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	163													
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	164													
22	22	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	165													
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	166													
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	167													
23	23	133/2	133/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	168													
23	23	533/8	533/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	169													
23	23	267/4	267/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	170													
23	23	535/8	535/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	171													
23	23	67	67	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	172	ornamentShortTrill												
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	173													
23	23	66	66	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	7	5	h3	2	
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	174													
23	23	67	67	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/2	7	h3_			
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	175													
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	176													
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	177													
24	24	69	69	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	178													
