mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
49	49	385/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	563										
49	49	193	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	564										
49	49	387/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	565										
49	49	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	566										
49	49	389/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	567										
49	49	195	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	568										
49	49	391/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	569										
50	50	196	4.0	0	0	Chord	4/4	1	1	1			1	1	570										
50	50	196	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	571										
50	50	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	572										
50	50	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	573										
50	50	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	574										
50	50	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	575										
50	50	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	576										
50	50	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	577										
51	51	200	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	578	ornamentShortTrill									
51	51	200	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	579										
51	51	401/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	580										
51	51	201	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	581										
51	51	403/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	582										
51	51	202	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	583										
51	51	405/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	584										
51	51	203	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	585										
51	51	407/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	586										
52	52	204	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	587										
52	52	206	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	588										
52	52	204	0.0	0	0	StaffText	4/4	2	1	0							)								
52	52	204	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	589										
52	52	206	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	590										
52	52	413/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	591										
52	52	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	592										
52	52	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	593										
52	52	204	0.0	0	0	FiguredBass	4/4	3	1	0										1	5	h3_			
52	52	204	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	594										
52	52	409/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	595										
52	52	205	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	596										
52	52	411/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	597										
52	52	206	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/8	h6				
52	52	206	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	598										
52	52	413/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	599										
52	52	207	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	600										
52	52	415/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	601										
53	53	208	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	602										
53	53	210	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	603										
53	53	208	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	604	ornamentShortTrill									
53	53	417/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	605										
53	53	209	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	606										
53	53	419/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	607										
53	53	210	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	608										
53	53	421/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	609										
53	53	211	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	610										
53	53	423/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	611										
53	53	208	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7\	5/_			
53	53	208	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	612										
53	53	417/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	613										
53	53	209	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	614										
53	53	419/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	615										
53	53	210	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6_				
53	53	210	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	616										
53	53	421/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	617										
53	53	211	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	618										
53	53	423/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	619										
54	54	212	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	620										
54	54	214	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	621	ornamentShortTrill									
54	54	212	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	622	ornamentShortTrill									
54	54	425/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	623										
54	54	213	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	624										
54	54	427/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	625										
54	54	214	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	626										
54	54	429/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	627										
54	54	215	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	628										
54	54	431/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	629										
54	54	212	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7	5/			
54	54	212	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	630	ornamentShortTrill									
54	54	214	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6	4+	3		
54	54	214	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	631										
55	55	216	0.0	0	0	StaffText	4/4	1	1	0							)								
55	55	216	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	632										
55	55	433/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	633										
55	55	217	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	634										
55	55	435/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	635										
55	55	218	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	636										
55	55	216	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	637	ornamentShortTrill									
55	55	437/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	638										
55	55	219	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	639										
55	55	439/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	640										
55	55	216	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	#3				
55	55	216	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	641										
55	55	218	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	6_				
55	55	218	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	642										
56	56	220	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	643										
56	56	441/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	644										
56	56	221	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	645										
56	56	443/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	646										
56	56	222	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	647										
56	56	220	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	648	ornamentShortTrill									
56	56	445/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	649										
56	56	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	650										
56	56	447/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	651										
56	56	220	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	3	2			
56	56	220	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	652										
56	56	222	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	#5				
56	56	222	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	653										
57	57	224	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	654										
57	57	226	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	655										
57	57	224	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	656	ornamentShortTrill									
57	57	449/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	657										
57	57	225	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	658										
57	57	451/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	659										
57	57	226	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	660										
57	57	224	0.0	0	0	FiguredBass	4/4	3	1	0										1/2	7	#3_			
57	57	224	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	661										
57	57	449/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	662										
57	57	225	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	663										
57	57	451/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	664										
57	57	226	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/2	h3_				
57	57	226	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	665										
57	57	453/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	666										
57	57	227	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	667										
57	57	455/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	668										
58	58	228	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	669										
58	58	459/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	670										
58	58	230	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	671										19
58	58	231	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	672										
58	58	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	673										
58	58	228	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	674										20
58	58	230	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	675	ornamentShortTrill									
58	58	228	0.0	0	0	FiguredBass	4/4	3	1	0										1	7	5	2_		
58	58	228	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	676										
58	58	230	0.0	1/2	1/2	FiguredBass	4/4	3	1	0										1/4	5	4			
58	58	230	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	677										
58	58	231	0.0	3/4	3/4	FiguredBass	4/4	3	1	0										1/4	7	#3			
59	58	232	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	678	ornamentShortTrill									
59	58	232	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	679										
59	58	232	0.0	0	0	FiguredBass	4/4	3	1	0										3/4	#3				
59	58	232	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	680										
