mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
2	1	11/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	20									
3	2	6	0.0		0	0	Chord	2/2	1	1	0	appoggiatura		1/8	1	21									
3	2	6	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	22	ornamentMordent								
3	2	7	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	23									
3	2	8	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	24									
3	2	17/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	25									
3	2	9	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	26	ornamentMordent								
3	2	19/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	27									
3	2	6	0.0		0	0	FiguredBass	2/2	2	1	0										1/2	6_			
3	2	6	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	28									
3	2	13/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	29									
3	2	7	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	30									
3	2	15/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	31									
3	2	8	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	32									
3	2	9	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	33									
4	3	10	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	34									
4	3	21/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	35									
4	3	11	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	36									
4	3	23/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	37									
4	3	12	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	38									2
4	3	25/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	39									
4	3	13	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	40									3
4	3	27/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	41									
4	3	10	0.0		0	0	FiguredBass	2/2	2	1	0										1/2	5/_			
4	3	10	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	42	ornamentShortTrill								
4	3	11	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	43									
4	3	12	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	44									
4	3	13	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	45									
5	4		2.0	1	0	0	Chord	2/2	1	1	1/2			1/2	1	46	ornamentShortTrill								
5	4		0.0	1	0	0	FiguredBass	2/2	2	1	0										1/8	#3			
5	4		0.5	1	0	0	Chord	2/2	2	1	1/8			1/8	1	47									
5	4		0.5	1	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	48									
5	4		0.5	1	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	49									
5	4		0.5	1	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	50									
6	4	14	2.0	2	0	0	Chord	2/2	1	1	1/2			1/2	1	51	ornamentShortTrill								
6	4	14	0.5	2	0	0	Chord	2/2	2	1	1/8			1/8	1	52									
6	4	29/2	0.5	2	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	53									
6	4	15	0.5	2	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	54									
6	4	31/2	0.5	2	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	55									
7	4	16	0.0		0	1/2	StaffText	2/2	1	1	0							"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Reprise"							
7	4	16	0.5		0	1/2	Chord	2/2	1	1	1/8			1/8	1	56									
7	4	33/2	0.5		1/8	5/8	Chord	2/2	1	1	1/8			1/8	1	57									
7	4	17	0.5		1/4	3/4	Chord	2/2	1	1	1/8			1/8	1	58									
7	4	35/2	0.5		3/8	7/8	Chord	2/2	1	1	1/8			1/8	1	59									
7	4	16	0.0		0	1/2	FiguredBass	2/2	2	1	0										1/2	5/_			
7	4	16	1.0		0	1/2	Chord	2/2	2	1	1/4			1/4	1	60									
7	4	17	1.0		1/4	3/4	Chord	2/2	2	1	1/4			1/4	1	61									
8	5	18	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	62	ornamentMordent								
8	5	37/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	63									
8	5	19	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	64									
8	5	39/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	65									
8	5	20	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	66									
8	5	41/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	67									
8	5	21	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	68									
8	5	43/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	69									
8	5	18	0.0		0	0	FiguredBass	2/2	2	1	0										1/2	#3_			
8	5	18	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	70									
8	5	19	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	71									
8	5	20	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/2	6_			
8	5	20	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	72									
8	5	21	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	73									
9	6	22	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	74	ornamentMordent								
9	6	45/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	75									
9	6	23	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	76									
9	6	47/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	77									
9	6	24	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	78									
9	6	49/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	79									
9	6	25	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	80									
9	6	51/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	81									
9	6	22	0.0		0	0	FiguredBass	2/2	2	1	0										1/2	3_			
9	6	22	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	82									
9	6	23	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	83									
9	6	24	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/2	6_			
9	6	24	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	84									
9	6	25	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	85									
10	7	26	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	86	ornamentMordent								
10	7	53/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	87									
10	7	27	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	88									
10	7	55/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	89									
10	7	28	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	90									4
10	7	57/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	91									
10	7	29	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	92									5
10	7	59/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	93									
10	7	26	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	94									
10	7	27	0.0		1/4	1/4	FiguredBass	2/2	2	1	0										1/4	6	5		
10	7	27	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	95									
10	7	28	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/4	4			
10	7	28	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	96									
10	7	29	0.0		3/4	3/4	FiguredBass	2/2	2	1	0										1/4	3			
10	7	29	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	97									
11	8	30	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	98	ornamentMordent								
11	8	61/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	99									
11	8	31	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	100									
11	8	63/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	101									
11	8	32	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	102									
11	8	65/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	103									
11	8	33	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	104									
11	8	67/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	105									
11	8	30	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	106									
11	8	63/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	107									
11	8	32	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/4	6_			
11	8	32	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	108									
11	8	65/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	109									
11	8	33	0.0		3/4	3/4	FiguredBass	2/2	2	1	0										1/4	5/_			
11	8	33	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	110									
11	8	67/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	111									
12	9	34	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	112									6
12	9	69/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	113									
12	9	35	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	114									7
12	9	71/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	115									
12	9	36	1.5		1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	116	ornamentMordent								
12	9	75/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	117									
12	9	34	0.0		0	0	FiguredBass	2/2	2	1	0										1/4	b3			
12	9	34	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	118									
12	9	35	0.0		1/4	1/4	FiguredBass	2/2	2	1	0										1/4	6	4		
12	9	35	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	119									
12	9	36	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/4	6	4	3	
12	9	36	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	120									
12	9	37	0.0		3/4	3/4	FiguredBass	2/2	2	1	0										1/4	6	5	b3	
12	9	37	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	121									
13	10	38	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	122	ornamentShortTrill								
13	10	77/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	123									
13	10	39	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	124									
13	10	79/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	125									
13	10	40	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	126									8
13	10	41	0.0		3/4	3/4	Chord	2/2	1	1	0	grace8after		1/8	1	127									
13	10	41	0.0		3/4	3/4	Chord	2/2	1	1	0	grace8after		1/8	1	128									
13	10	41	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	129	ornamentShortTrill								
13	10	38	0.0		0	0	FiguredBass	2/2	2	1	0										1/2	#3_			
13	10	38	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	130									
13	10	77/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	131									
13	10	39	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	132									
13	10	79/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	133									
13	10	40	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/2	#6_			
13	10	40	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	134									
13	10	81/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	135									
13	10	41	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	136									
13	10	83/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	137									
14	11	42	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	138									
14	11	85/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	139									
14	11	43	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	140									
14	11	87/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	141									
14	11	44	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	142									9
14	11	45	0.0		3/4	3/4	Chord	2/2	1	1	0	grace8after		1/8	1	143									
14	11	45	0.0		3/4	3/4	Chord	2/2	1	1	0	grace8after		1/8	1	144									
14	11	45	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	145	ornamentShortTrill								
14	11	42	0.0		0	0	FiguredBass	2/2	2	1	0										1/2	#3_			
14	11	42	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	146									
14	11	85/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	147									
14	11	43	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	148									
14	11	87/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	149									
14	11	44	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/4	#6_			
14	11	44	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	150									
14	11	89/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	151									
14	11	45	0.0		3/4	3/4	FiguredBass	2/2	2	1	0										1/4	h3_			
14	11	45	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	152									
14	11	91/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	153									
15	12	46	1.5		0	0	Chord	2/2	1	1	3/8			1/4	3/2	154									
15	12	95/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	155									
15	12	48	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	156									
15	12	97/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	157									
15	12	49	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	158									
15	12	99/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	159									
15	12	46	0.0		0	0	FiguredBass	2/2	2	1	0										1/2	6_			
15	12	46	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	160									
15	12	93/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	161									
15	12	47	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	162									
15	12	95/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	163									
15	12	48	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/4	b3_			
15	12	48	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	164									
15	12	97/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	165									
15	12	49	0.0		3/4	3/4	FiguredBass	2/2	2	1	0										1/8	#6			
15	12	49	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	166									
15	12	99/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	167									
16	13	50	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	168									
16	13	101/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	169									
16	13	51	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	170	ornamentShortTrill								
16	13	103/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	171									
16	13	52	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	172	ornamentMordent								10
16	13	53	0.0		3/4	3/4	Chord	2/2	1	1	0	grace8after		1/8	1	173									
16	13	53	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	174	ornamentShortTrill								
16	13	50	0.0		0	0	FiguredBass	2/2	2	1	0										1/8	5/			
16	13	50	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	175									
16	13	101/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	176									
16	13	51	0.0		1/4	1/4	FiguredBass	2/2	2	1	0										1/8	#3			
16	13	51	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	177									
16	13	103/2	0.0		3/8	3/8	FiguredBass	2/2	2	1	0										1/8	7	5		
16	13	103/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	178									
16	13	52	0.0		1/2	1/2	FiguredBass	2/2	2	1	0										1/4	6	4		
16	13	52	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	179									
16	13	53	0.0		3/4	3/4	FiguredBass	2/2	2	1	0										1/4	#3			
16	13	53	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	180									
17	14		2.0	1	0	0	Chord	2/2	1	1	1/2			1/2	1	181									
17	14		1.0	1	0	0	Chord	2/2	2	1	1/4			1/4	1	182									
17	14		0.5	1	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	183									
17	14		0.5	1	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	184									
18	14	54	0.0	2	0	0	StaffText	2/2	1	1	0							"<font size=""13.5""/><font face=""SnellRoundhand BoldScript""/>Fin"							
18	14	54	2.0	2	0	0	Chord	2/2	1	1	1/2			1/2	1	185									
18	14	54	2.0	2	0	0	Chord	2/2	2	1	1/2			1/2	1	186									
